case_id,alert_id,entity_id,analyst_id,opened_at,closed_at,status,resolution,closure_reason
CASE-E003-020,AL-E003-039,E003,,2026-08-09T09:47:00,2026-08-09T12:36:00,CLOSED,,
CASE-E003-021,AL-E003-041,E003,,2026-08-15T00:07:00,2026-08-15T18:57:00,CLOSED,,
CASE-E003-022,AL-E003-043,E003,,2026-08-15T10:37:00,2026-08-16T01:31:00,CLOSED,,
CASE-E003-023,AL-E003-045,E003,,2026-08-30T21:28:00,2026-08-31T05:04:00,CLOSED,,
CASE-E003-024,AL-E003-047,E003,,2026-08-11T13:10:00,2026-08-12T11:49:00,CLOSED,,
CASE-E003-025,AL-E003-049,E003,,2026-08-27T04:50:00,2026-08-27T22:01:00,CLOSED,,
CASE-E003-026,AL-E003-051,E003,,2026-08-15T16:13:00,2026-08-15T16:17:00,CLOSED,,
CASE-E003-027,AL-E003-053,E003,,2026-08-30T13:10:00,2026-08-30T14:27:00,CLOSED,,
CASE-E003-028,AL-E003-055,E003,,2026-08-14T14:52:00,2026-08-15T07:13:00,CLOSED,,
CASE-E003-029,AL-E003-057,E003,,2026-08-14T13:11:00,2026-08-15T05:18:00,CLOSED,,
CASE-E003-030,AL-E003-059,E003,,2026-08-10T09:59:00,2026-08-11T00:11:00,CLOSED,,
CASE-E003-031,AL-E003-061,E003,,2026-08-02T19:18:00,2026-08-03T10:45:00,CLOSED,,
CASE-E003-032,AL-E003-063,E003,,2026-08-04T10:20:00,2026-08-04T16:59:00,CLOSED,,
CASE-E003-033,AL-E003-065,E003,,2026-08-02T22:23:00,2026-08-03T14:25:00,CLOSED,,
CASE-E003-034,AL-E003-067,E003,,2026-08-27T14:11:00,2026-08-27T15:57:00,CLOSED,,
CASE-E003-035,AL-E003-069,E003,,2026-08-12T05:06:00,2026-08-12T14:21:00,CLOSED,,
CASE-E003-036,AL-E003-071,E003,,2026-08-06T12:04:00,2026-08-07T01:05:00,CLOSED,,
CASE-E003-037,AL-E003-073,E003,,2026-08-17T08:18:00,2026-08-17T21:27:00,CLOSED,,
CASE-E003-038,AL-E003-075,E003,,2026-08-09T03:06:00,2026-08-09T18:52:00,CLOSED,,
CASE-E003-039,AL-E003-077,E003,,2026-08-23T12:28:00,2026-08-24T07:02:00,CLOSED,,
CASE-E003-040,AL-E003-079,E003,,2026-08-13T13:22:00,2026-08-14T02:12:00,CLOSED,,
CASE-E003-041,AL-E003-081,E003,,2026-08-01T09:58:00,2026-08-02T06:49:00,CLOSED,,
CASE-E003-042,AL-E003-083,E003,,2026-08-23T07:21:00,2026-08-23T21:33:00,CLOSED,,
CASE-E003-043,AL-E003-085,E003,,2026-08-08T11:31:00,2026-08-08T19:39:00,CLOSED,,
CASE-E003-044,AL-E003-087,E003,,2026-08-15T04:10:00,2026-08-15T04:45:00,CLOSED,,
CASE-E003-045,AL-E003-089,E003,,2026-08-26T14:46:00,2026-08-26T14:52:30,CLOSED,,
CASE-E003-046,AL-E003-091,E003,,2026-08-18T07:42:00,2026-08-18T17:01:00,CLOSED,,
CASE-E003-047,AL-E003-093,E003,,2026-08-29T16:24:00,2026-08-30T05:31:00,CLOSED,,
CASE-E003-048,AL-E003-095,E003,,2026-08-20T11:18:00,2026-08-20T16:41:00,CLOSED,,
CASE-E003-049,AL-E003-097,E003,,2026-08-25T17:16:00,2026-08-26T09:28:00,CLOSED,,
CASE-E003-050,AL-E003-099,E003,,2026-08-20T17:08:00,2026-08-21T11:51:00,CLOSED,,
CASE-E003-051,AL-E003-101,E003,,2026-08-13T06:22:00,2026-08-13T13:31:00,CLOSED,,
CASE-E003-052,AL-E003-103,E003,,2026-08-15T19:46:00,2026-08-16T01:41:00,CLOSED,,
CASE-E003-053,AL-E003-105,E003,,2026-08-07T20:45:00,2026-08-08T04:23:00,CLOSED,,
CASE-E003-054,AL-E003-107,E003,,2026-08-05T20:27:00,2026-08-05T21:42:00,CLOSED,,
CASE-E003-055,AL-E003-109,E003,,2026-08-06T20:28:00,2026-08-07T02:47:00,CLOSED,,
CASE-E003-056,AL-E003-111,E003,,2026-08-27T16:30:00,2026-08-28T12:57:00,CLOSED,,
CASE-E003-057,AL-E003-113,E003,,2026-08-24T14:30:00,2026-08-25T04:46:00,CLOSED,,
CASE-E003-058,AL-E003-115,E003,,2026-08-26T12:22:00,2026-08-27T06:03:00,CLOSED,,
CASE-E003-059,AL-E003-117,E003,,2026-08-12T08:27:00,2026-08-12T14:41:00,CLOSED,,
CASE-E003-060,AL-E003-119,E003,,2026-08-12T20:13:00,2026-08-13T18:26:00,CLOSED,,
CASE-E003-061,AL-E003-121,E003,,2026-08-18T09:57:00,2026-08-18T11:23:00,CLOSED,,
CASE-E003-062,AL-E003-123,E003,,2026-08-27T17:19:00,2026-08-27T17:21:06,CLOSED,,
CASE-E003-063,AL-E003-125,E003,,2026-08-08T03:06:00,2026-08-08T07:21:00,CLOSED,,
CASE-E003-064,AL-E003-127,E003,,2026-08-21T11:55:00,2026-08-22T09:11:00,CLOSED,,
CASE-E003-065,AL-E003-129,E003,,2026-08-08T00:04:00,2026-08-08T06:18:00,CLOSED,,
CASE-E003-066,AL-E003-131,E003,,2026-08-14T19:09:00,2026-08-15T10:45:00,CLOSED,,
CASE-E003-067,AL-E003-133,E003,,2026-08-13T11:49:00,2026-08-14T05:03:00,CLOSED,,
CASE-E003-068,AL-E003-135,E003,,2026-08-10T11:08:00,2026-08-10T17:56:00,CLOSED,,
CASE-E003-069,AL-E003-137,E003,,2026-08-20T09:01:00,2026-08-20T11:33:00,CLOSED,,
CASE-E003-070,AL-E003-139,E003,,2026-08-31T00:35:00,2026-08-31T01:50:00,CLOSED,,
CASE-E003-071,AL-E003-141,E003,,2026-08-03T10:04:00,2026-08-04T00:19:00,CLOSED,,
CASE-E003-072,AL-E003-143,E003,,2026-08-11T05:25:00,2026-08-11T21:12:00,CLOSED,,
CASE-E003-073,AL-E003-145,E003,,2026-08-09T20:27:00,2026-08-10T07:47:00,CLOSED,,
CASE-E003-074,AL-E003-147,E003,,2026-08-15T14:20:00,2026-08-16T04:45:00,CLOSED,,
CASE-E003-075,AL-E003-149,E003,,2026-08-14T14:41:00,2026-08-14T16:18:00,CLOSED,,
CASE-E003-076,AL-E003-151,E003,,2026-08-01T15:31:00,2026-08-01T17:45:00,CLOSED,,
CASE-E003-077,AL-E003-153,E003,,2026-08-10T21:28:00,2026-08-11T06:07:00,CLOSED,,
CASE-E003-078,AL-E003-155,E003,,2026-08-06T18:10:00,2026-08-07T08:25:00,CLOSED,,
CASE-E003-079,AL-E003-157,E003,,2026-08-12T18:04:00,2026-08-12T19:54:00,CLOSED,,
CASE-E003-080,AL-E003-159,E003,,2026-08-31T02:25:00,2026-08-31T16:27:00,CLOSED,,
CASE-E003-081,AL-E003-161,E003,,2026-08-27T02:16:00,2026-08-27T19:36:00,CLOSED,,
CASE-E003-082,AL-E003-163,E003,,2026-08-14T17:35:00,2026-08-14T18:59:00,CLOSED,,
CASE-E003-083,AL-E003-165,E003,,2026-08-09T11:37:00,2026-08-09T11:40:48,CLOSED,,
CASE-E003-084,AL-E003-167,E003,,2026-08-07T18:25:00,2026-08-08T03:09:00,CLOSED,,
CASE-E003-085,AL-E003-169,E003,,2026-08-22T03:56:00,2026-08-22T07:39:00,CLOSED,,
CASE-E003-086,AL-E003-171,E003,,2026-08-26T12:49:00,2026-08-27T02:35:00,CLOSED,,
CASE-E003-087,AL-E003-173,E003,,2026-08-18T18:45:00,2026-08-19T11:26:00,CLOSED,,
CASE-E003-088,AL-E003-175,E003,,2026-08-12T14:00:00,2026-08-12T21:00:00,CLOSED,,
CASE-E003-089,AL-E003-177,E003,,2026-08-21T17:35:00,2026-08-21T23:42:00,CLOSED,,
CASE-E003-090,AL-E003-179,E003,,2026-08-08T05:34:00,2026-08-08T17:25:00,CLOSED,,
CASE-E003-091,AL-E003-181,E003,,2026-08-09T17:54:00,2026-08-10T15:38:00,CLOSED,,
CASE-E003-092,AL-E003-183,E003,,2026-08-07T04:19:00,2026-08-07T08:46:00,CLOSED,,
CASE-E003-093,AL-E003-185,E003,,2026-08-25T08:16:00,2026-08-25T20:35:00,CLOSED,,
CASE-E003-094,AL-E003-187,E003,,2026-08-14T16:03:00,2026-08-14T20:46:00,CLOSED,,
CASE-E003-095,AL-E003-189,E003,,2026-08-15T17:05:00,2026-08-16T13:52:00,CLOSED,,
CASE-E003-096,AL-E003-191,E003,,2026-08-14T23:01:00,2026-08-15T01:17:00,CLOSED,,
CASE-E003-097,AL-E003-193,E003,,2026-08-06T05:23:00,2026-08-06T15:48:00,CLOSED,,
