case_id,alert_id,entity_id,analyst_id,opened_at,closed_at,status,resolution,closure_reason
E002-C0053,E002-A0095,E002,AN01,2026-08-19 06:45:28,2026-08-19 07:57:30,CLOSED,FALSE_POSITIVE,Alert determined to be false positive
E002-C0054,E002-A0096,E002,AN06,2026-08-19 07:06:27,2026-08-19 08:05:13,CLOSED,FALSE_POSITIVE,Alert determined to be false positive
E002-C0055,E002-A0104,E002,AN03,2026-08-19 08:31:58,2026-08-19 10:27:37,CLOSED,TRUE_POSITIVE,Threat investigated and contained
E002-C0056,E002-A0105,E002,AN01,2026-08-19 08:46:27,2026-08-19 10:30:53,CLOSED,TRUE_POSITIVE,Threat investigated and contained
E002-C0057,E002-A0107,E002,AN05,2026-08-19 09:32:50,2026-08-19 11:44:39,CLOSED,FALSE_POSITIVE,Alert determined to be false positive
E002-C0058,E002-A0109,E002,AN02,2026-08-19 09:51:10,2026-08-19 10:54:45,CLOSED,TRUE_POSITIVE,Threat investigated and contained
E002-C0059,E002-A0111,E002,AN04,2026-08-19 10:06:29,2026-08-19 11:05:22,CLOSED,TRUE_POSITIVE,Threat investigated and contained
E002-C0060,E002-A0112,E002,AN05,2026-08-19 10:16:15,2026-08-19 13:20:55,CLOSED,TRUE_POSITIVE,Threat investigated and contained
E002-C0061,E002-A0117,E002,AN05,2026-08-19 11:40:07,2026-08-19 12:53:23,CLOSED,BENIGN_ACTIVITY,Activity verified as legitimate
E002-C0062,E002-A0119,E002,AN01,2026-08-19 12:05:53,2026-08-19 14:00:35,CLOSED,FALSE_POSITIVE,Alert determined to be false positive
E002-C0063,E002-A0120,E002,AN01,2026-08-19 12:01:21,2026-08-19 14:19:27,CLOSED,BENIGN_ACTIVITY,Activity verified as legitimate
E002-C0064,E002-A0122,E002,AN05,2026-08-19 13:16:03,2026-08-19 14:31:01,CLOSED,TRUE_POSITIVE,Threat investigated and contained
E002-C0065,E002-A0128,E002,AN02,2026-08-19 15:19:57,2026-08-19 16:58:14,CLOSED,TRUE_POSITIVE,Threat investigated and contained
E002-C0066,E002-A0130,E002,AN03,2026-08-19 15:35:12,2026-08-19 17:50:59,CLOSED,TRUE_POSITIVE,Threat investigated and contained
E002-C0067,E002-A0133,E002,AN05,2026-08-19 16:03:40,2026-08-19 17:44:02,CLOSED,TRUE_POSITIVE,Threat investigated and contained
E002-C0068,E002-A0134,E002,AN04,2026-08-19 16:03:28,2026-08-19 17:26:28,CLOSED,FALSE_POSITIVE,Alert determined to be false positive
E002-C0069,E002-A0139,E002,AN04,2026-08-19 16:49:40,2026-08-19 18:07:40,CLOSED,TRUE_POSITIVE,Threat investigated and contained
E002-C0070,E002-A0140,E002,AN01,2026-08-19 17:34:45,2026-08-19 18:28:35,CLOSED,TRUE_POSITIVE,Threat investigated and contained
E002-C0071,E002-A0141,E002,AN06,2026-08-19 18:00:32,2026-08-19 20:03:10,CLOSED,FALSE_POSITIVE,Alert determined to be false positive
E002-C0072,E002-A0142,E002,AN01,2026-08-19 18:57:23,2026-08-19 20:20:15,CLOSED,TRUE_POSITIVE,Threat investigated and contained
E002-C0073,E002-A0143,E002,AN04,2026-08-19 19:25:06,2026-08-19 23:12:32,CLOSED,BENIGN_ACTIVITY,Activity verified as legitimate
E002-C0074,E002-A0148,E002,AN03,2026-08-19 20:36:03,2026-08-19 21:35:11,CLOSED,FALSE_POSITIVE,Alert determined to be false positive
E002-C0075,E002-A0156,E002,AN01,2026-08-19 23:27:27,2026-08-20 00:22:25,CLOSED,TRUE_POSITIVE,Threat investigated and contained
E002-C0076,E002-A0157,E002,AN01,2026-08-20 00:21:00,2026-08-20 02:09:41,CLOSED,FALSE_POSITIVE,Alert determined to be false positive
E002-C0077,E002-A0158,E002,AN01,2026-08-20 18:02:00,2026-08-20 18:15:00,CLOSED,BENIGN_ACTIVITY,Activity verified as legitimate
E002-C0078,E002-A0159,E002,AN05,2026-08-20 00:44:03,2026-08-20 02:06:59,CLOSED,BENIGN_ACTIVITY,Activity verified as legitimate
E002-C0079,E002-A0161,E002,AN03,2026-08-20 01:57:30,2026-08-20 03:58:21,CLOSED,TRUE_POSITIVE,Threat investigated and contained
E002-C0080,E002-A0167,E002,AN05,2026-08-20 05:33:09,2026-08-20 07:21:26,CLOSED,TRUE_POSITIVE,Threat investigated and contained
E002-C0081,E002-A0168,E002,AN03,2026-08-20 05:48:17,2026-08-20 07:15:24,CLOSED,BENIGN_ACTIVITY,Activity verified as legitimate
E002-C0082,E002-A0172,E002,AN05,2026-08-20 06:42:02,2026-08-20 08:16:34,CLOSED,FALSE_POSITIVE,Alert determined to be false positive
E002-C0083,E002-A0174,E002,AN04,2026-08-20 09:02:01,2026-08-20 10:26:41,CLOSED,BENIGN_ACTIVITY,Activity verified as legitimate
E002-C0084,E002-A0175,E002,AN06,2026-08-20 17:07:00,2026-08-20 17:59:00,CLOSED,BENIGN_ACTIVITY,Activity verified as legitimate
E002-C0085,E002-A0176,E002,AN06,2026-08-20 09:58:16,2026-08-20 11:57:26,CLOSED,FALSE_POSITIVE,Alert determined to be false positive
E002-C0086,E002-A0179,E002,AN04,2026-08-20 10:49:47,2026-08-20 11:56:17,CLOSED,BENIGN_ACTIVITY,Activity verified as legitimate
E002-C0087,E002-A0180,E002,AN05,2026-08-20 11:27:49,2026-08-20 14:24:59,CLOSED,TRUE_POSITIVE,Threat investigated and contained
E002-C0088,E002-A0181,E002,AN05,2026-08-20 11:32:22,2026-08-20 13:31:07,CLOSED,FALSE_POSITIVE,Alert determined to be false positive
E002-C0089,E002-A0182,E002,AN03,2026-08-20 17:17:00,2026-08-20 17:33:00,CLOSED,TRUE_POSITIVE,Threat investigated and contained
E002-C0090,E002-A0183,E002,AN04,2026-08-20 12:54:58,2026-08-20 13:33:01,CLOSED,BENIGN_ACTIVITY,Activity verified as legitimate
E002-C0091,E002-A0186,E002,AN01,2026-08-20 14:33:01,2026-08-20 15:35:03,CLOSED,BENIGN_ACTIVITY,Activity verified as legitimate
E002-C0092,E002-A0188,E002,AN06,2026-08-20 14:50:06,2026-08-20 15:42:10,CLOSED,BENIGN_ACTIVITY,Activity verified as legitimate
E002-C0093,E002-A0191,E002,AN04,2026-08-20 15:28:22,2026-08-20 16:43:51,CLOSED,TRUE_POSITIVE,Threat investigated and contained
E002-C0094,E002-A0194,E002,AN06,2026-08-20 16:22:50,2026-08-20 17:40:09,CLOSED,TRUE_POSITIVE,Threat investigated and contained
E002-C0095,E002-A0195,E002,AN03,2026-08-20 17:12:41,2026-08-20 18:32:36,CLOSED,FALSE_POSITIVE,Alert determined to be false positive
E002-C0096,E002-A0197,E002,AN02,2026-08-20 17:48:35,2026-08-20 18:41:20,CLOSED,TRUE_POSITIVE,Threat investigated and contained
E002-C0097,E002-A0198,E002,AN04,2026-08-20 17:55:29,2026-08-20 19:51:06,CLOSED,TRUE_POSITIVE,Threat investigated and contained
E002-C0098,E002-A0199,E002,AN04,2026-08-20 18:34:18,2026-08-20 19:58:00,CLOSED,FALSE_POSITIVE,Alert determined to be false positive
E002-C0099,E002-A0200,E002,AN04,2026-08-20 19:13:14,2026-08-20 20:02:29,CLOSED,FALSE_POSITIVE,Alert determined to be false positive
E002-C0100,E002-A0201,E002,AN05,2026-08-20 19:25:07,2026-08-20 21:28:08,CLOSED,FALSE_POSITIVE,Alert determined to be false positive
E002-C0101,E002-A0202,E002,AN03,2026-08-20 19:47:29,2026-08-20 21:19:41,CLOSED,TRUE_POSITIVE,Threat investigated and contained
E002-C0102,E002-A0204,E002,AN02,2026-08-20 15:47:00,2026-08-20 16:01:00,CLOSED,TRUE_POSITIVE,Threat investigated and contained
E002-C0103,E002-A0207,E002,AN02,2026-08-20 21:16:26,2026-08-20 22:26:37,CLOSED,TRUE_POSITIVE,Threat investigated and contained
E002-C0104,E002-A0210,E002,AN02,2026-08-20 22:17:23,2026-08-21 00:08:07,CLOSED,TRUE_POSITIVE,Threat investigated and contained
