escalation_id,case_id,escalated,escalation_level,escalated_at,escalated_to,reason
E001-ESC0057,E001-C0057,true,L2,2026-08-20 17:43:44,CISO_OFFICE,HIGH BRUTE_FORCE alert requiring senior review
E001-ESC0059,E001-C0059,false,,,,
E001-ESC0062,E001-C0062,true,L2,2026-08-21 18:07:28,CISO_OFFICE,HIGH MALWARE alert requiring senior review
E001-ESC0063,E001-C0063,true,L2,2026-08-21 18:00:07,CISO_OFFICE,HIGH PRIVILEGE_ESCALATION alert requiring senior review
E001-ESC0065,E001-C0065,true,L2,2026-08-22 09:10:12,SOC_L3,CRITICAL RANSOMWARE alert requiring senior review
E001-ESC0066,E001-C0066,true,L3,2026-08-22 17:20:32,CISO_OFFICE,HIGH RANSOMWARE alert requiring senior review
E001-ESC0068,E001-C0068,true,L2,2026-08-22 18:31:26,SOC_L3,HIGH BRUTE_FORCE alert requiring senior review
E001-ESC0069,E001-C0069,false,,,,
E001-ESC0070,E001-C0070,true,L2,2026-08-22 23:04:55,SOC_L3,HIGH DATA_EXFILTRATION alert requiring senior review
E001-ESC0075,E001-C0075,true,L3,2026-08-24 07:28:08,CISO_OFFICE,HIGH BRUTE_FORCE alert requiring senior review
E001-ESC0076,E001-C0076,true,L2,2026-08-24 18:51:47,SOC_L2,HIGH DATA_EXFILTRATION alert requiring senior review
E001-ESC0077,E001-C0077,true,L2,2026-08-24 19:50:55,CISO_OFFICE,CRITICAL RANSOMWARE alert requiring senior review
E001-ESC0078,E001-C0078,false,,,,
E001-ESC0079,E001-C0079,true,L2,2026-08-24 22:50:00,CISO_OFFICE,HIGH PRIVILEGE_ESCALATION alert requiring senior review
E001-ESC0080,E001-C0080,true,L2,2026-08-25 00:45:50,CISO_OFFICE,HIGH PRIVILEGE_ESCALATION alert requiring senior review
E001-ESC0081,E001-C0081,false,,,,
E001-ESC0082,E001-C0082,true,L2,2026-08-25 11:13:58,CISO_OFFICE,HIGH PRIVILEGE_ESCALATION alert requiring senior review
E001-ESC0084,E001-C0084,false,,,,
E001-ESC0085,E001-C0085,false,,,,
E001-ESC0086,E001-C0086,false,,,,
E001-ESC0087,E001-C0087,true,L2,2026-08-27 07:39:07,CISO_OFFICE,HIGH MALWARE alert requiring senior review
E001-ESC0088,E001-C0088,false,,,,
E001-ESC0089,E001-C0089,true,L2,2026-08-27 16:44:40,SOC_L2,HIGH BRUTE_FORCE alert requiring senior review
E001-ESC0090,E001-C0090,false,,,,
E001-ESC0092,E001-C0092,true,L2,2026-08-29 06:10:25,SOC_L2,HIGH MALWARE alert requiring senior review
E001-ESC0094,E001-C0094,false,,,,
E001-ESC0095,E001-C0095,true,L3,2026-08-29 21:02:39,SOC_L3,HIGH RANSOMWARE alert requiring senior review
E001-ESC0096,E001-C0096,false,,,,
