case_id,alert_id,entity_id,analyst_id,opened_at,closed_at,status,resolution,closure_reason
E001-C0013,E001-A0031,E001,AN05,2026-08-06 03:09:57,2026-08-06 04:28:57,CLOSED,TRUE_POSITIVE,Account compromise confirmed and access revoked
E001-C0014,E001-A0034,E001,AN05,2026-08-06 13:30:27,2026-08-06 15:53:27,CLOSED,TRUE_POSITIVE,Malicious activity confirmed and remediated
E001-C0015,E001-A0039,E001,AN08,2026-08-07 06:54:57,2026-08-07 08:59:57,CLOSED,TRUE_POSITIVE,Account compromise confirmed and access revoked
E001-C0016,E001-A0040,E001,AN03,2026-08-07 09:16:29,2026-08-07 12:27:29,CLOSED,TRUE_POSITIVE,Threat contained
E001-C0017,E001-A0044,E001,AN06,2026-08-08 04:35:26,2026-08-08 05:55:26,CLOSED,FALSE_POSITIVE,No malicious activity found
E001-C0018,E001-A0045,E001,AN08,2026-08-08 04:53:39,2026-08-08 07:16:39,CLOSED,TRUE_POSITIVE,Threat contained
E001-C0019,E001-A0046,E001,AN03,2026-08-08 09:53:47,2026-08-08 12:55:47,CLOSED,FALSE_POSITIVE,No malicious activity found
E001-C0020,E001-A0050,E001,AN04,2026-08-08 22:09:17,2026-08-08 23:53:17,CLOSED,TRUE_POSITIVE,Threat contained
E001-C0021,E001-A0051,E001,AN05,2026-08-09 03:40:20,2026-08-09 05:06:20,CLOSED,TRUE_POSITIVE,Account compromise confirmed and access revoked
E001-C0022,E001-A0054,E001,AN01,2026-08-09 18:12:14,2026-08-09 18:35:14,CLOSED,FALSE_POSITIVE,False positive - monitoring threshold too sensitive
E001-C0023,E001-A0055,E001,AN07,2026-08-09 20:26:51,2026-08-09 22:35:51,CLOSED,TRUE_POSITIVE,Account compromise confirmed and access revoked
E001-C0024,E001-A0057,E001,AN01,2026-08-10 05:45:54,2026-08-10 07:48:54,CLOSED,TRUE_POSITIVE,Malicious activity confirmed and remediated
E001-C0025,E001-A0060,E001,AN06,2026-08-10 15:09:45,2026-08-10 16:49:45,CLOSED,TRUE_POSITIVE,Threat contained
E001-C0026,E001-A0062,E001,AN07,2026-08-10 21:58:53,2026-08-10 23:51:53,CLOSED,FALSE_POSITIVE,No malicious activity found
E001-C0027,E001-A0064,E001,AN03,2026-08-11 10:53:24,2026-08-11 13:05:24,CLOSED,FALSE_POSITIVE,Benign administrative activity
E001-C0028,E001-A0066,E001,AN04,2026-08-11 13:18:15,2026-08-11 13:51:15,CLOSED,TRUE_POSITIVE,Account compromise confirmed and access revoked
E001-C0029,E001-A0071,E001,AN01,2026-08-12 14:11:30,2026-08-12 15:43:30,CLOSED,FALSE_POSITIVE,False positive - monitoring threshold too sensitive
E001-C0030,E001-A0078,E001,AN01,2026-08-13 03:29:10,2026-08-13 04:37:10,CLOSED,FALSE_POSITIVE,No malicious activity found
E001-C0031,E001-A0082,E001,AN05,2026-08-13 11:08:23,2026-08-13 12:16:23,CLOSED,FALSE_POSITIVE,Benign administrative activity
E001-C0032,E001-A0083,E001,AN06,2026-08-13 11:08:07,2026-08-13 12:18:07,CLOSED,FALSE_POSITIVE,False positive - monitoring threshold too sensitive
E001-C0033,E001-A0085,E001,AN06,2026-08-14 02:33:06,2026-08-14 04:49:06,CLOSED,TRUE_POSITIVE,Account compromise confirmed and access revoked
E001-C0034,E001-A0086,E001,AN05,2026-08-14 05:02:25,2026-08-14 07:35:25,CLOSED,TRUE_POSITIVE,Malicious activity confirmed and remediated
E001-C0035,E001-A0089,E001,AN02,2026-08-14 19:05:29,2026-08-14 21:18:29,CLOSED,FALSE_POSITIVE,False positive - monitoring threshold too sensitive
E001-C0036,E001-A0093,E001,AN01,2026-08-15 18:58:05,2026-08-15 21:05:05,CLOSED,TRUE_POSITIVE,Account compromise confirmed and access revoked
E001-C0037,E001-A0098,E001,AN01,2026-08-16 09:18:32,2026-08-16 12:00:32,CLOSED,TRUE_POSITIVE,Threat contained
E001-C0038,E001-A0099,E001,AN03,2026-08-16 21:35:51,2026-08-16 22:52:51,CLOSED,FALSE_POSITIVE,Benign administrative activity
E001-C0039,E001-A0101,E001,AN03,2026-08-16 23:48:09,2026-08-17 01:48:09,CLOSED,TRUE_POSITIVE,Account compromise confirmed and access revoked
E001-C0040,E001-A0102,E001,AN04,2026-08-16 23:54:00,2026-08-17 02:17:00,CLOSED,FALSE_POSITIVE,Benign administrative activity
E001-C0041,E001-A0103,E001,AN06,2026-08-17 00:04:25,2026-08-17 00:53:25,CLOSED,FALSE_POSITIVE,False positive - monitoring threshold too sensitive
E001-C0042,E001-A0104,E001,AN03,2026-08-17 04:53:23,2026-08-17 07:28:23,CLOSED,TRUE_POSITIVE,Malicious activity confirmed and remediated
E001-C0043,E001-A0105,E001,AN05,2026-08-17 06:57:39,2026-08-17 09:07:39,CLOSED,TRUE_POSITIVE,Account compromise confirmed and access revoked
E001-C0044,E001-A0107,E001,AN04,2026-08-17 16:38:54,2026-08-17 18:20:54,CLOSED,FALSE_POSITIVE,No malicious activity found
E001-C0045,E001-A0108,E001,AN03,2026-08-17 18:32:14,2026-08-17 20:55:14,CLOSED,TRUE_POSITIVE,Malicious activity confirmed and remediated
E001-C0046,E001-A0109,E001,AN02,2026-08-17 19:44:47,2026-08-17 21:06:47,CLOSED,FALSE_POSITIVE,No malicious activity found
E001-C0047,E001-A0110,E001,AN03,2026-08-17 21:44:04,2026-08-17 23:51:04,CLOSED,TRUE_POSITIVE,Account compromise confirmed and access revoked
E001-C0048,E001-A0113,E001,AN02,2026-08-18 16:08:07,2026-08-18 17:49:07,CLOSED,FALSE_POSITIVE,False positive - monitoring threshold too sensitive
E001-C0049,E001-A0118,E001,AN04,2026-08-19 17:23:33,2026-08-19 18:44:33,CLOSED,FALSE_POSITIVE,False positive - monitoring threshold too sensitive
E001-C0050,E001-A0119,E001,AN04,2026-08-19 18:12:59,2026-08-19 20:40:59,CLOSED,TRUE_POSITIVE,Malicious activity confirmed and remediated
E001-C0051,E001-A0120,E001,AN08,2026-08-19 21:28:02,2026-08-19 22:07:02,CLOSED,TRUE_POSITIVE,Malicious activity confirmed and remediated
E001-C0052,E001-A0121,E001,AN01,2026-08-20 09:05:00,2026-08-20 10:15:00,CLOSED,FALSE_POSITIVE,Benign administrative activity
E001-C0053,E001-A0122,E001,AN05,2026-08-20 09:10:00,2026-08-20 10:37:00,CLOSED,FALSE_POSITIVE,Benign administrative activity
E001-C0054,E001-A0124,E001,AN08,2026-08-20 10:03:00,2026-08-20 12:01:00,CLOSED,TRUE_POSITIVE,Account compromise confirmed and access revoked
E001-C0055,E001-A0125,E001,AN02,2026-08-20 10:16:00,2026-08-20 12:15:00,CLOSED,TRUE_POSITIVE,Threat contained
E001-C0056,E001-A0126,E001,AN04,2026-08-20 13:13:04,2026-08-20 14:23:04,CLOSED,FALSE_POSITIVE,Benign administrative activity
E001-C0057,E001-A0127,E001,AN07,2026-08-20 17:22:44,2026-08-20 18:48:44,CLOSED,TRUE_POSITIVE,Malicious activity confirmed and remediated
E001-C0058,E001-A0128,E001,AN04,2026-08-20 17:33:27,2026-08-20 18:33:27,CLOSED,TRUE_POSITIVE,Threat contained
E001-C0059,E001-A0131,E001,AN08,2026-08-20 23:32:23,2026-08-21 00:34:23,CLOSED,FALSE_POSITIVE,False positive - monitoring threshold too sensitive
E001-C0060,E001-A0136,E001,AN07,2026-08-21 09:29:22,2026-08-21 10:26:22,CLOSED,FALSE_POSITIVE,False positive - monitoring threshold too sensitive
E001-C0061,E001-A0137,E001,AN06,2026-08-21 10:07:46,2026-08-21 12:11:46,CLOSED,TRUE_POSITIVE,Account compromise confirmed and access revoked
E001-C0062,E001-A0141,E001,AN08,2026-08-21 17:45:28,2026-08-21 19:56:28,CLOSED,TRUE_POSITIVE,Threat contained
E001-C0063,E001-A0142,E001,AN02,2026-08-21 17:52:07,2026-08-21 18:48:07,CLOSED,TRUE_POSITIVE,Threat contained
E001-C0064,E001-A0143,E001,AN01,2026-08-21 19:06:29,2026-08-21 20:12:29,CLOSED,FALSE_POSITIVE,No malicious activity found
E001-C0065,E001-A0144,E001,AN04,2026-08-22 08:32:12,2026-08-22 11:23:12,CLOSED,TRUE_POSITIVE,Account compromise confirmed and access revoked
E001-C0066,E001-A0149,E001,AN05,2026-08-22 16:51:32,2026-08-22 18:20:32,CLOSED,FALSE_POSITIVE,False positive - monitoring threshold too sensitive
E001-C0067,E001-A0151,E001,AN07,2026-08-22 17:45:07,2026-08-22 18:48:07,CLOSED,TRUE_POSITIVE,Account compromise confirmed and access revoked
E001-C0068,E001-A0152,E001,AN05,2026-08-22 18:02:26,2026-08-22 19:34:26,CLOSED,TRUE_POSITIVE,Malicious activity confirmed and remediated
E001-C0069,E001-A0153,E001,AN04,2026-08-22 20:12:29,2026-08-22 23:39:29,CLOSED,TRUE_POSITIVE,Account compromise confirmed and access revoked
E001-C0070,E001-A0154,E001,AN01,2026-08-22 22:29:55,2026-08-23 00:12:55,CLOSED,FALSE_POSITIVE,False positive - monitoring threshold too sensitive
E001-C0071,E001-A0155,E001,AN05,2026-08-23 00:24:40,2026-08-23 01:29:40,CLOSED,FALSE_POSITIVE,No malicious activity found
E001-C0072,E001-A0156,E001,AN04,2026-08-23 04:08:10,2026-08-23 05:26:10,CLOSED,FALSE_POSITIVE,Benign administrative activity
E001-C0073,E001-A0159,E001,AN05,2026-08-23 08:40:53,2026-08-23 09:46:53,CLOSED,TRUE_POSITIVE,Account compromise confirmed and access revoked
E001-C0074,E001-A0163,E001,AN06,2026-08-24 02:16:23,2026-08-24 03:52:23,CLOSED,FALSE_POSITIVE,False positive - monitoring threshold too sensitive
E001-C0075,E001-A0165,E001,AN07,2026-08-24 07:07:08,2026-08-24 08:23:08,CLOSED,TRUE_POSITIVE,Account compromise confirmed and access revoked
E001-C0076,E001-A0168,E001,AN08,2026-08-24 18:43:47,2026-08-24 20:09:47,CLOSED,TRUE_POSITIVE,Account compromise confirmed and access revoked
E001-C0077,E001-A0169,E001,AN01,2026-08-24 19:45:55,2026-08-24 22:14:55,CLOSED,FALSE_POSITIVE,No malicious activity found
E001-C0078,E001-A0170,E001,AN08,2026-08-24 21:06:47,2026-08-24 22:35:47,CLOSED,FALSE_POSITIVE,No malicious activity found
E001-C0079,E001-A0171,E001,AN01,2026-08-24 22:39:00,2026-08-25 00:39:00,CLOSED,TRUE_POSITIVE,Account compromise confirmed and access revoked
E001-C0080,E001-A0172,E001,AN03,2026-08-25 00:11:50,2026-08-25 02:06:50,CLOSED,FALSE_POSITIVE,Benign administrative activity
E001-C0081,E001-A0174,E001,AN04,2026-08-25 03:00:34,2026-08-25 03:01:52,CLOSED,FALSE_POSITIVE,No issue found
E001-C0082,E001-A0176,E001,AN07,2026-08-25 10:47:58,2026-08-25 12:15:58,CLOSED,TRUE_POSITIVE,Threat contained
E001-C0083,E001-A0178,E001,AN01,2026-08-25 15:55:47,2026-08-25 16:44:47,CLOSED,TRUE_POSITIVE,Threat contained
E001-C0084,E001-A0179,E001,AN01,2026-08-25 20:53:25,2026-08-25 21:33:25,CLOSED,FALSE_POSITIVE,False positive - monitoring threshold too sensitive
E001-C0085,E001-A0180,E001,AN04,2026-08-25 21:39:31,2026-08-25 23:47:31,CLOSED,TRUE_POSITIVE,Account compromise confirmed and access revoked
E001-C0086,E001-A0183,E001,AN06,2026-08-26 13:53:44,2026-08-26 15:31:44,CLOSED,FALSE_POSITIVE,Benign administrative activity
E001-C0087,E001-A0184,E001,AN06,2026-08-27 07:10:07,2026-08-27 09:12:07,CLOSED,TRUE_POSITIVE,Account compromise confirmed and access revoked
E001-C0088,E001-A0188,E001,AN05,2026-08-27 11:35:11,2026-08-27 12:22:11,CLOSED,TRUE_POSITIVE,Malicious activity confirmed and remediated
E001-C0089,E001-A0190,E001,AN07,2026-08-27 16:33:40,2026-08-27 17:28:40,CLOSED,TRUE_POSITIVE,Malicious activity confirmed and remediated
E001-C0090,E001-A0192,E001,AN03,2026-08-28 01:17:26,2026-08-28 02:57:26,CLOSED,FALSE_POSITIVE,No malicious activity found
E001-C0091,E001-A0195,E001,AN02,2026-08-28 13:55:20,2026-08-28 15:45:20,CLOSED,TRUE_POSITIVE,Malicious activity confirmed and remediated
E001-C0092,E001-A0197,E001,AN04,2026-08-29 05:56:25,2026-08-29 07:42:25,CLOSED,TRUE_POSITIVE,Threat contained
E001-C0093,E001-A0198,E001,AN07,2026-08-29 06:44:50,2026-08-29 08:02:50,CLOSED,FALSE_POSITIVE,Benign administrative activity
E001-C0094,E001-A0200,E001,AN08,2026-08-29 15:15:31,2026-08-29 16:20:31,CLOSED,TRUE_POSITIVE,Malicious activity confirmed and remediated
E001-C0095,E001-A0202,E001,AN07,2026-08-29 20:45:39,,IN_PROGRESS,,
E001-C0096,E001-A0203,E001,AN03,2026-08-30 05:25:41,,IN_PROGRESS,,
E001-C0097,E001-A0204,E001,AN07,2026-08-30 17:22:55,,OPEN,,
