alert_id,entity_id,asset_id,timestamp,severity,category,source,confidence,status,description
E001-A0029,E001,E001-AS014,2026-08-05 22:55:57,MEDIUM,RANSOMWARE,SIEM,0.71,CLOSED,Ransomware activity detected
E001-A0030,E001,E001-AS001,2026-08-06 02:29:11,CRITICAL,PRIVILEGE_ESCALATION,IAM,0.81,CLOSED,Unusual privilege escalation attempt detected
E001-A0031,E001,E001-AS004,2026-08-06 03:05:57,HIGH,DATA_EXFILTRATION,EMAIL_SECURITY,0.8,CLOSED,Unusual outbound data transfer detected
E001-A0032,E001,E001-AS021,2026-08-06 10:10:59,LOW,PRIVILEGE_ESCALATION,SIEM,0.64,CLOSED,Unusual privilege escalation attempt detected
E001-A0033,E001,E001-AS013,2026-08-06 10:15:36,LOW,DATA_EXFILTRATION,FIREWALL,0.51,CLOSED,Unusual outbound data transfer detected
E001-A0034,E001,E001-AS017,2026-08-06 13:18:27,CRITICAL,PRIVILEGE_ESCALATION,IDS,0.85,CLOSED,Unusual privilege escalation attempt detected
E001-A0035,E001,E001-AS020,2026-08-06 19:26:25,LOW,PRIVILEGE_ESCALATION,EMAIL_SECURITY,0.64,CLOSED,Unusual privilege escalation attempt detected
E001-A0036,E001,E001-AS029,2026-08-06 20:29:02,LOW,RANSOMWARE,IDS,0.67,CLOSED,Ransomware activity detected
E001-A0037,E001,E001-AS002,2026-08-06 21:17:24,LOW,PHISHING,FIREWALL,0.47,CLOSED,Phishing email delivered to employee
E001-A0038,E001,E001-AS028,2026-08-07 01:40:40,LOW,RANSOMWARE,FIREWALL,0.69,CLOSED,Ransomware activity detected
E001-A0039,E001,E001-AS024,2026-08-07 06:52:57,HIGH,PHISHING,FIREWALL,0.8,CLOSED,Phishing email delivered to employee
E001-A0040,E001,E001-AS001,2026-08-07 09:03:29,CRITICAL,RANSOMWARE,EDR,0.89,CLOSED,Ransomware activity detected
E001-A0041,E001,E001-AS028,2026-08-07 17:21:04,LOW,MALWARE,FIREWALL,0.65,CLOSED,Potential malicious executable detected
E001-A0042,E001,E001-AS003,2026-08-07 20:06:04,MEDIUM,PRIVILEGE_ESCALATION,FIREWALL,0.77,CLOSED,Unusual privilege escalation attempt detected
E001-A0043,E001,E001-AS007,2026-08-07 21:21:33,LOW,SUSPICIOUS_LOGIN,IDS,0.61,CLOSED,Multiple suspicious login attempts
E001-A0044,E001,E001-AS030,2026-08-08 04:27:26,MEDIUM,PRIVILEGE_ESCALATION,FIREWALL,0.62,CLOSED,Unusual privilege escalation attempt detected
E001-A0045,E001,E001-AS008,2026-08-08 04:44:39,HIGH,BRUTE_FORCE,IAM,0.75,CLOSED,Repeated failed login attempts detected
E001-A0046,E001,E001-AS010,2026-08-08 09:40:47,CRITICAL,RANSOMWARE,EDR,0.8,CLOSED,Ransomware activity detected
E001-A0047,E001,E001-AS001,2026-08-08 11:39:38,MEDIUM,MALWARE,SIEM,0.69,CLOSED,Potential malicious executable detected
E001-A0048,E001,E001-AS018,2026-08-08 13:43:49,LOW,MALWARE,EDR,0.51,CLOSED,Potential malicious executable detected
E001-A0049,E001,E001-AS006,2026-08-08 20:22:25,LOW,SUSPICIOUS_LOGIN,SIEM,0.45,CLOSED,Multiple suspicious login attempts
E001-A0050,E001,E001-AS010,2026-08-08 22:03:17,MEDIUM,PRIVILEGE_ESCALATION,IAM,0.57,CLOSED,Unusual privilege escalation attempt detected
E001-A0051,E001,E001-AS019,2026-08-09 03:30:20,HIGH,PRIVILEGE_ESCALATION,IDS,0.78,CLOSED,Unusual privilege escalation attempt detected
E001-A0052,E001,E001-AS007,2026-08-09 11:42:17,MEDIUM,SUSPICIOUS_LOGIN,FIREWALL,0.71,CLOSED,Multiple suspicious login attempts
E001-A0053,E001,E001-AS013,2026-08-09 16:45:23,MEDIUM,PRIVILEGE_ESCALATION,EMAIL_SECURITY,0.7,CLOSED,Unusual privilege escalation attempt detected
E001-A0054,E001,E001-AS026,2026-08-09 17:58:14,MEDIUM,RANSOMWARE,EDR,0.57,CLOSED,Ransomware activity detected
E001-A0055,E001,E001-AS008,2026-08-09 20:16:51,HIGH,DATA_EXFILTRATION,EDR,0.89,CLOSED,Unusual outbound data transfer detected
E001-A0056,E001,E001-AS015,2026-08-10 03:46:44,LOW,RANSOMWARE,FIREWALL,0.52,CLOSED,Ransomware activity detected
E001-A0057,E001,E001-AS023,2026-08-10 05:42:54,HIGH,DATA_EXFILTRATION,EMAIL_SECURITY,0.74,CLOSED,Unusual outbound data transfer detected
E001-A0058,E001,E001-AS002,2026-08-10 06:30:06,MEDIUM,SUSPICIOUS_LOGIN,SIEM,0.57,CLOSED,Multiple suspicious login attempts
E001-A0059,E001,E001-AS018,2026-08-10 12:04:37,LOW,RANSOMWARE,FIREWALL,0.68,CLOSED,Ransomware activity detected
E001-A0060,E001,E001-AS008,2026-08-10 15:00:45,CRITICAL,RANSOMWARE,SIEM,0.88,CLOSED,Ransomware activity detected
E001-A0061,E001,E001-AS030,2026-08-10 21:04:15,MEDIUM,BRUTE_FORCE,FIREWALL,0.57,CLOSED,Repeated failed login attempts detected
E001-A0062,E001,E001-AS026,2026-08-10 21:44:53,HIGH,SUSPICIOUS_LOGIN,IAM,0.73,CLOSED,Multiple suspicious login attempts
E001-A0063,E001,E001-AS017,2026-08-11 03:58:45,MEDIUM,PHISHING,IDS,0.72,CLOSED,Phishing email delivered to employee
E001-A0064,E001,E001-AS028,2026-08-11 10:45:24,HIGH,MALWARE,IDS,0.85,CLOSED,Potential malicious executable detected
E001-A0065,E001,E001-AS009,2026-08-11 12:36:07,LOW,BRUTE_FORCE,IDS,0.56,CLOSED,Repeated failed login attempts detected
E001-A0066,E001,E001-AS011,2026-08-11 13:08:15,MEDIUM,RANSOMWARE,FIREWALL,0.64,CLOSED,Ransomware activity detected
E001-A0067,E001,E001-AS019,2026-08-11 13:43:40,LOW,PRIVILEGE_ESCALATION,IDS,0.61,CLOSED,Unusual privilege escalation attempt detected
E001-A0068,E001,E001-AS020,2026-08-11 21:38:41,MEDIUM,RANSOMWARE,FIREWALL,0.62,CLOSED,Ransomware activity detected
E001-A0069,E001,E001-AS018,2026-08-11 23:54:41,MEDIUM,PHISHING,IAM,0.71,CLOSED,Phishing email delivered to employee
E001-A0070,E001,E001-AS002,2026-08-12 01:09:14,HIGH,DATA_EXFILTRATION,FIREWALL,0.74,CLOSED,Unusual outbound data transfer detected
E001-A0071,E001,E001-AS019,2026-08-12 13:57:30,HIGH,MALWARE,EMAIL_SECURITY,0.9,CLOSED,Potential malicious executable detected
E001-A0072,E001,E001-AS012,2026-08-12 14:25:20,MEDIUM,MALWARE,EMAIL_SECURITY,0.67,CLOSED,Potential malicious executable detected
E001-A0073,E001,E001-AS003,2026-08-12 15:12:17,LOW,PRIVILEGE_ESCALATION,IDS,0.52,CLOSED,Unusual privilege escalation attempt detected
E001-A0074,E001,E001-AS001,2026-08-12 20:48:06,MEDIUM,PRIVILEGE_ESCALATION,IAM,0.73,CLOSED,Unusual privilege escalation attempt detected
E001-A0075,E001,E001-AS012,2026-08-12 20:58:55,LOW,DATA_EXFILTRATION,IDS,0.46,CLOSED,Unusual outbound data transfer detected
E001-A0076,E001,E001-AS008,2026-08-13 01:28:15,LOW,BRUTE_FORCE,EMAIL_SECURITY,0.53,CLOSED,Repeated failed login attempts detected
E001-A0077,E001,E001-AS012,2026-08-13 02:30:38,LOW,BRUTE_FORCE,EDR,0.58,CLOSED,Repeated failed login attempts detected
E001-A0078,E001,E001-AS001,2026-08-13 03:19:10,MEDIUM,PRIVILEGE_ESCALATION,IDS,0.61,CLOSED,Unusual privilege escalation attempt detected
E001-A0079,E001,E001-AS024,2026-08-13 07:08:08,LOW,PHISHING,FIREWALL,0.52,CLOSED,Phishing email delivered to employee
E001-A0080,E001,E001-AS010,2026-08-13 09:23:07,CRITICAL,PRIVILEGE_ESCALATION,FIREWALL,0.89,CLOSED,Unusual privilege escalation attempt detected
E001-A0081,E001,E001-AS009,2026-08-13 10:34:38,MEDIUM,SUSPICIOUS_LOGIN,FIREWALL,0.78,CLOSED,Multiple suspicious login attempts
E001-A0082,E001,E001-AS019,2026-08-13 10:54:23,HIGH,PHISHING,IDS,0.75,CLOSED,Phishing email delivered to employee
E001-A0083,E001,E001-AS020,2026-08-13 10:55:07,MEDIUM,BRUTE_FORCE,IAM,0.79,CLOSED,Repeated failed login attempts detected
E001-A0084,E001,E001-AS007,2026-08-13 16:32:43,LOW,BRUTE_FORCE,EMAIL_SECURITY,0.64,CLOSED,Repeated failed login attempts detected
E001-A0085,E001,E001-AS007,2026-08-14 02:20:06,HIGH,PRIVILEGE_ESCALATION,EDR,0.85,CLOSED,Unusual privilege escalation attempt detected
E001-A0086,E001,E001-AS004,2026-08-14 04:52:25,HIGH,PRIVILEGE_ESCALATION,IAM,0.87,CLOSED,Unusual privilege escalation attempt detected
E001-A0087,E001,E001-AS029,2026-08-14 15:51:05,MEDIUM,RANSOMWARE,SIEM,0.74,CLOSED,Ransomware activity detected
E001-A0088,E001,E001-AS009,2026-08-14 15:52:34,LOW,SUSPICIOUS_LOGIN,EMAIL_SECURITY,0.59,CLOSED,Multiple suspicious login attempts
E001-A0089,E001,E001-AS008,2026-08-14 18:58:29,HIGH,DATA_EXFILTRATION,SIEM,0.89,CLOSED,Unusual outbound data transfer detected
E001-A0090,E001,E001-AS022,2026-08-14 23:31:52,HIGH,PHISHING,SIEM,0.86,CLOSED,Phishing email delivered to employee
E001-A0091,E001,E001-AS003,2026-08-15 04:49:14,LOW,RANSOMWARE,EMAIL_SECURITY,0.7,CLOSED,Ransomware activity detected
E001-A0092,E001,E001-AS019,2026-08-15 13:58:07,MEDIUM,PHISHING,EMAIL_SECURITY,0.56,CLOSED,Phishing email delivered to employee
E001-A0093,E001,E001-AS001,2026-08-15 18:48:05,CRITICAL,PRIVILEGE_ESCALATION,IAM,0.98,CLOSED,Unusual privilege escalation attempt detected
E001-A0094,E001,E001-AS009,2026-08-15 19:31:18,LOW,BRUTE_FORCE,EDR,0.56,CLOSED,Repeated failed login attempts detected
E001-A0095,E001,E001-AS021,2026-08-15 21:22:09,MEDIUM,RANSOMWARE,SIEM,0.76,CLOSED,Ransomware activity detected
E001-A0096,E001,E001-AS006,2026-08-15 22:27:28,MEDIUM,BRUTE_FORCE,IAM,0.7,CLOSED,Repeated failed login attempts detected
E001-A0097,E001,E001-AS018,2026-08-16 00:02:23,LOW,DATA_EXFILTRATION,SIEM,0.52,CLOSED,Unusual outbound data transfer detected
E001-A0098,E001,E001-AS023,2026-08-16 09:10:32,CRITICAL,RANSOMWARE,EMAIL_SECURITY,0.88,CLOSED,Ransomware activity detected
E001-A0099,E001,E001-AS019,2026-08-16 21:26:51,MEDIUM,SUSPICIOUS_LOGIN,EMAIL_SECURITY,0.67,CLOSED,Multiple suspicious login attempts
E001-A0100,E001,E001-AS002,2026-08-16 21:31:54,LOW,BRUTE_FORCE,EMAIL_SECURITY,0.6,CLOSED,Repeated failed login attempts detected
E001-A0101,E001,E001-AS022,2026-08-16 23:40:09,HIGH,MALWARE,IAM,0.81,CLOSED,Potential malicious executable detected
E001-A0102,E001,E001-AS023,2026-08-16 23:49:00,CRITICAL,RANSOMWARE,EMAIL_SECURITY,0.96,CLOSED,Ransomware activity detected
E001-A0103,E001,E001-AS029,2026-08-16 23:55:25,MEDIUM,MALWARE,SIEM,0.75,CLOSED,Potential malicious executable detected
E001-A0104,E001,E001-AS017,2026-08-17 04:48:23,CRITICAL,PRIVILEGE_ESCALATION,SIEM,0.96,CLOSED,Unusual privilege escalation attempt detected
E001-A0105,E001,E001-AS007,2026-08-17 06:42:39,CRITICAL,DATA_EXFILTRATION,SIEM,0.92,CLOSED,Unusual outbound data transfer detected
E001-A0106,E001,E001-AS022,2026-08-17 12:31:21,LOW,PRIVILEGE_ESCALATION,IAM,0.47,CLOSED,Unusual privilege escalation attempt detected
E001-A0107,E001,E001-AS021,2026-08-17 16:37:54,HIGH,DATA_EXFILTRATION,IDS,0.88,CLOSED,Unusual outbound data transfer detected
E001-A0108,E001,E001-AS006,2026-08-17 18:25:14,HIGH,PRIVILEGE_ESCALATION,FIREWALL,0.76,CLOSED,Unusual privilege escalation attempt detected
E001-A0109,E001,E001-AS012,2026-08-17 19:33:47,MEDIUM,MALWARE,IAM,0.55,CLOSED,Potential malicious executable detected
E001-A0110,E001,E001-AS010,2026-08-17 21:29:04,HIGH,SUSPICIOUS_LOGIN,EDR,0.74,CLOSED,Multiple suspicious login attempts
E001-A0111,E001,E001-AS016,2026-08-17 22:30:23,MEDIUM,SUSPICIOUS_LOGIN,IAM,0.66,CLOSED,Multiple suspicious login attempts
E001-A0112,E001,E001-AS003,2026-08-18 07:06:53,LOW,DATA_EXFILTRATION,IDS,0.61,CLOSED,Unusual outbound data transfer detected
E001-A0113,E001,E001-AS016,2026-08-18 15:53:07,HIGH,SUSPICIOUS_LOGIN,EMAIL_SECURITY,0.71,CLOSED,Multiple suspicious login attempts
E001-A0114,E001,E001-AS007,2026-08-18 18:27:24,LOW,PHISHING,EDR,0.49,CLOSED,Phishing email delivered to employee
E001-A0115,E001,E001-AS016,2026-08-18 19:58:46,MEDIUM,MALWARE,FIREWALL,0.71,CLOSED,Potential malicious executable detected
E001-A0116,E001,E001-AS018,2026-08-19 13:28:53,LOW,DATA_EXFILTRATION,IAM,0.56,CLOSED,Unusual outbound data transfer detected
E001-A0117,E001,E001-AS015,2026-08-19 15:33:16,LOW,SUSPICIOUS_LOGIN,IAM,0.53,CLOSED,Multiple suspicious login attempts
E001-A0118,E001,E001-AS001,2026-08-19 17:10:33,HIGH,DATA_EXFILTRATION,IAM,0.8,CLOSED,Unusual outbound data transfer detected
E001-A0119,E001,E001-AS011,2026-08-19 18:09:59,HIGH,PRIVILEGE_ESCALATION,FIREWALL,0.78,CLOSED,Unusual privilege escalation attempt detected
E001-A0120,E001,E001-AS007,2026-08-19 21:22:02,MEDIUM,PRIVILEGE_ESCALATION,EMAIL_SECURITY,0.67,CLOSED,Unusual privilege escalation attempt detected
E001-A0121,E001,E001-AS017,2026-08-20 09:00:00,HIGH,SUSPICIOUS_LOGIN,IAM,0.79,CLOSED,Multiple suspicious login attempts
E001-A0122,E001,E001-AS020,2026-08-20 09:04:00,HIGH,SUSPICIOUS_LOGIN,SIEM,0.83,CLOSED,Multiple suspicious login attempts
E001-A0123,E001,E001-AS017,2026-08-20 09:25:00,HIGH,SUSPICIOUS_LOGIN,IAM,0.9,CLOSED,Multiple suspicious login attempts
E001-A0124,E001,E001-AS017,2026-08-20 09:50:00,HIGH,SUSPICIOUS_LOGIN,IAM,0.89,CLOSED,Multiple suspicious login attempts
E001-A0125,E001,E001-AS017,2026-08-20 10:15:00,HIGH,SUSPICIOUS_LOGIN,IAM,0.87,CLOSED,Multiple suspicious login attempts
E001-A0126,E001,E001-AS003,2026-08-20 13:01:04,MEDIUM,RANSOMWARE,EDR,0.79,CLOSED,Ransomware activity detected
E001-A0127,E001,E001-AS021,2026-08-20 17:14:44,HIGH,BRUTE_FORCE,EDR,0.9,CLOSED,Repeated failed login attempts detected
E001-A0128,E001,E001-AS002,2026-08-20 17:23:27,HIGH,DATA_EXFILTRATION,IDS,0.76,CLOSED,Unusual outbound data transfer detected
E001-A0129,E001,E001-AS013,2026-08-20 21:03:47,MEDIUM,PHISHING,EMAIL_SECURITY,0.73,CLOSED,Phishing email delivered to employee
E001-A0130,E001,E001-AS012,2026-08-20 23:27:50,MEDIUM,DATA_EXFILTRATION,IAM,0.79,CLOSED,Unusual outbound data transfer detected
E001-A0131,E001,E001-AS007,2026-08-20 23:31:23,MEDIUM,MALWARE,EDR,0.67,CLOSED,Potential malicious executable detected
E001-A0132,E001,E001-AS015,2026-08-21 01:41:56,MEDIUM,PRIVILEGE_ESCALATION,IDS,0.58,CLOSED,Unusual privilege escalation attempt detected
E001-A0133,E001,E001-AS003,2026-08-21 01:45:36,MEDIUM,BRUTE_FORCE,IDS,0.63,CLOSED,Repeated failed login attempts detected
E001-A0134,E001,E001-AS028,2026-08-21 05:36:04,MEDIUM,RANSOMWARE,IDS,0.72,CLOSED,Ransomware activity detected
E001-A0135,E001,E001-AS028,2026-08-21 07:28:05,LOW,SUSPICIOUS_LOGIN,FIREWALL,0.46,CLOSED,Multiple suspicious login attempts
E001-A0136,E001,E001-AS023,2026-08-21 09:21:22,MEDIUM,RANSOMWARE,SIEM,0.65,CLOSED,Ransomware activity detected
E001-A0137,E001,E001-AS010,2026-08-21 10:05:46,HIGH,PHISHING,EMAIL_SECURITY,0.74,CLOSED,Phishing email delivered to employee
E001-A0138,E001,E001-AS008,2026-08-21 10:52:40,LOW,MALWARE,IAM,0.6,CLOSED,Potential malicious executable detected
E001-A0139,E001,E001-AS014,2026-08-21 15:30:09,MEDIUM,MALWARE,EDR,0.65,CLOSED,Potential malicious executable detected
E001-A0140,E001,E001-AS029,2026-08-21 17:09:31,LOW,BRUTE_FORCE,IDS,0.51,CLOSED,Repeated failed login attempts detected
E001-A0141,E001,E001-AS023,2026-08-21 17:34:28,HIGH,MALWARE,IAM,0.71,CLOSED,Potential malicious executable detected
E001-A0142,E001,E001-AS005,2026-08-21 17:51:07,HIGH,PRIVILEGE_ESCALATION,EDR,0.83,CLOSED,Unusual privilege escalation attempt detected
E001-A0143,E001,E001-AS017,2026-08-21 18:59:29,LOW,DATA_EXFILTRATION,IAM,0.69,CLOSED,Unusual outbound data transfer detected
E001-A0144,E001,E001-AS009,2026-08-22 08:18:12,CRITICAL,RANSOMWARE,IAM,0.87,CLOSED,Ransomware activity detected
E001-A0145,E001,E001-AS009,2026-08-22 09:50:34,MEDIUM,RANSOMWARE,IAM,0.71,CLOSED,Ransomware activity detected
E001-A0146,E001,E001-AS018,2026-08-22 12:26:32,LOW,RANSOMWARE,IDS,0.67,CLOSED,Ransomware activity detected
E001-A0147,E001,E001-AS019,2026-08-22 14:59:38,LOW,PHISHING,SIEM,0.47,CLOSED,Phishing email delivered to employee
E001-A0148,E001,E001-AS010,2026-08-22 15:11:00,LOW,BRUTE_FORCE,FIREWALL,0.54,CLOSED,Repeated failed login attempts detected
E001-A0149,E001,E001-AS009,2026-08-22 16:46:32,HIGH,RANSOMWARE,EMAIL_SECURITY,0.82,CLOSED,Ransomware activity detected
E001-A0150,E001,E001-AS020,2026-08-22 17:00:54,MEDIUM,DATA_EXFILTRATION,FIREWALL,0.74,CLOSED,Unusual outbound data transfer detected
E001-A0151,E001,E001-AS018,2026-08-22 17:38:07,MEDIUM,SUSPICIOUS_LOGIN,IDS,0.7,CLOSED,Multiple suspicious login attempts
E001-A0152,E001,E001-AS022,2026-08-22 17:48:26,HIGH,BRUTE_FORCE,FIREWALL,0.77,CLOSED,Repeated failed login attempts detected
E001-A0153,E001,E001-AS016,2026-08-22 20:06:29,CRITICAL,RANSOMWARE,FIREWALL,0.98,CLOSED,Ransomware activity detected
E001-A0154,E001,E001-AS021,2026-08-22 22:15:55,HIGH,DATA_EXFILTRATION,EDR,0.82,CLOSED,Unusual outbound data transfer detected
E001-A0155,E001,E001-AS026,2026-08-23 00:09:40,HIGH,PRIVILEGE_ESCALATION,FIREWALL,0.87,CLOSED,Unusual privilege escalation attempt detected
E001-A0156,E001,E001-AS012,2026-08-23 04:01:10,MEDIUM,BRUTE_FORCE,IAM,0.58,CLOSED,Repeated failed login attempts detected
E001-A0157,E001,E001-AS010,2026-08-23 06:37:35,LOW,BRUTE_FORCE,EDR,0.45,CLOSED,Repeated failed login attempts detected
E001-A0158,E001,E001-AS001,2026-08-23 08:07:23,LOW,BRUTE_FORCE,IDS,0.52,CLOSED,Repeated failed login attempts detected
E001-A0159,E001,E001-AS016,2026-08-23 08:35:53,LOW,SUSPICIOUS_LOGIN,SIEM,0.55,CLOSED,Multiple suspicious login attempts
E001-A0160,E001,E001-AS024,2026-08-23 16:34:19,LOW,RANSOMWARE,EDR,0.54,CLOSED,Ransomware activity detected
E001-A0161,E001,E001-AS026,2026-08-23 19:14:23,LOW,PRIVILEGE_ESCALATION,IAM,0.46,CLOSED,Unusual privilege escalation attempt detected
E001-A0162,E001,E001-AS026,2026-08-23 19:37:01,LOW,SUSPICIOUS_LOGIN,FIREWALL,0.56,CLOSED,Multiple suspicious login attempts
E001-A0163,E001,E001-AS009,2026-08-24 02:10:23,CRITICAL,RANSOMWARE,EDR,0.9,CLOSED,Ransomware activity detected
E001-A0164,E001,E001-AS030,2026-08-24 04:42:05,LOW,SUSPICIOUS_LOGIN,IAM,0.51,CLOSED,Multiple suspicious login attempts
E001-A0165,E001,E001-AS023,2026-08-24 07:02:08,HIGH,BRUTE_FORCE,EDR,0.8,CLOSED,Repeated failed login attempts detected
E001-A0166,E001,E001-AS005,2026-08-24 07:44:38,MEDIUM,RANSOMWARE,EMAIL_SECURITY,0.79,CLOSED,Ransomware activity detected
E001-A0167,E001,E001-AS023,2026-08-24 16:09:09,LOW,PHISHING,FIREWALL,0.7,CLOSED,Phishing email delivered to employee
E001-A0168,E001,E001-AS009,2026-08-24 18:35:47,HIGH,DATA_EXFILTRATION,IAM,0.84,CLOSED,Unusual outbound data transfer detected
E001-A0169,E001,E001-AS003,2026-08-24 19:32:55,CRITICAL,RANSOMWARE,IDS,0.84,CLOSED,Ransomware activity detected
E001-A0170,E001,E001-AS024,2026-08-24 21:00:47,MEDIUM,DATA_EXFILTRATION,IAM,0.59,CLOSED,Unusual outbound data transfer detected
E001-A0171,E001,E001-AS011,2026-08-24 22:30:00,HIGH,PRIVILEGE_ESCALATION,EMAIL_SECURITY,0.89,CLOSED,Unusual privilege escalation attempt detected
E001-A0172,E001,E001-AS018,2026-08-25 00:07:50,HIGH,PRIVILEGE_ESCALATION,SIEM,0.84,CLOSED,Unusual privilege escalation attempt detected
E001-A0173,E001,E001-AS023,2026-08-25 01:54:54,MEDIUM,RANSOMWARE,EMAIL_SECURITY,0.58,CLOSED,Ransomware activity detected
E001-A0174,E001,E001-AS021,2026-08-25 02:55:34,CRITICAL,RANSOMWARE,FIREWALL,0.81,CLOSED,Ransomware activity detected
E001-A0175,E001,E001-AS027,2026-08-25 07:05:58,MEDIUM,PRIVILEGE_ESCALATION,EDR,0.79,CLOSED,Unusual privilege escalation attempt detected
E001-A0176,E001,E001-AS004,2026-08-25 10:38:58,HIGH,PRIVILEGE_ESCALATION,EDR,0.91,CLOSED,Unusual privilege escalation attempt detected
E001-A0177,E001,E001-AS018,2026-08-25 14:37:59,LOW,PHISHING,IAM,0.68,CLOSED,Phishing email delivered to employee
E001-A0178,E001,E001-AS002,2026-08-25 15:51:47,LOW,SUSPICIOUS_LOGIN,FIREWALL,0.68,CLOSED,Multiple suspicious login attempts
E001-A0179,E001,E001-AS004,2026-08-25 20:50:25,MEDIUM,PRIVILEGE_ESCALATION,IDS,0.63,CLOSED,Unusual privilege escalation attempt detected
E001-A0180,E001,E001-AS022,2026-08-25 21:29:31,HIGH,DATA_EXFILTRATION,EDR,0.9,CLOSED,Unusual outbound data transfer detected
E001-A0181,E001,E001-AS012,2026-08-25 23:38:28,MEDIUM,RANSOMWARE,EDR,0.67,CLOSED,Ransomware activity detected
E001-A0182,E001,E001-AS011,2026-08-26 05:32:53,LOW,MALWARE,FIREWALL,0.66,CLOSED,Potential malicious executable detected
E001-A0183,E001,E001-AS018,2026-08-26 13:52:44,HIGH,RANSOMWARE,EMAIL_SECURITY,0.91,CLOSED,Ransomware activity detected
