telemetry_id,entity_id,asset_id,timestamp,source_type,event_count,expected_event_count,status
E004-T000125,E004,E004-AS005,2026-08-01 12:00:00,IDS,1030,1049,ACTIVE
E004-T000126,E004,E004-AS006,2026-08-01 12:00:00,SNMP,1004,951,ACTIVE
E004-T000127,E004,E004-AS007,2026-08-01 12:00:00,NETFLOW,954,961,ACTIVE
E004-T000128,E004,E004-AS008,2026-08-01 12:00:00,SYSLOG,1014,1006,ACTIVE
E004-T000129,E004,E004-AS009,2026-08-01 12:00:00,SIEM,743,1100,DEGRADED
E004-T000130,E004,E004-AS010,2026-08-01 12:00:00,IDS,868,950,ACTIVE
E004-T000131,E004,E004-AS011,2026-08-01 12:00:00,SNMP,1022,976,ACTIVE
E004-T000132,E004,E004-AS012,2026-08-01 12:00:00,NETFLOW,830,902,ACTIVE
E004-T000133,E004,E004-AS013,2026-08-01 12:00:00,SYSLOG,979,1001,ACTIVE
E004-T000134,E004,E004-AS014,2026-08-01 12:00:00,SIEM,1077,1041,ACTIVE
E004-T000135,E004,E004-AS015,2026-08-01 12:00:00,IDS,1038,1010,ACTIVE
E004-T000136,E004,E004-AS016,2026-08-01 12:00:00,SNMP,980,973,ACTIVE
E004-T000137,E004,E004-AS017,2026-08-01 12:00:00,NETFLOW,1044,1057,ACTIVE
E004-T000138,E004,E004-AS018,2026-08-01 12:00:00,SYSLOG,990,902,ACTIVE
E004-T000139,E004,E004-AS019,2026-08-01 12:00:00,SIEM,955,920,ACTIVE
E004-T000140,E004,E004-AS020,2026-08-01 12:00:00,IDS,906,964,ACTIVE
E004-T000141,E004,E004-AS021,2026-08-01 12:00:00,SNMP,1023,1005,ACTIVE
E004-T000142,E004,E004-AS022,2026-08-01 12:00:00,NETFLOW,1029,1099,ACTIVE
E004-T000143,E004,E004-AS023,2026-08-01 12:00:00,SYSLOG,873,943,ACTIVE
E004-T000144,E004,E004-AS024,2026-08-01 12:00:00,SIEM,977,961,ACTIVE
E004-T000145,E004,E004-AS025,2026-08-01 12:00:00,IDS,1042,992,ACTIVE
E004-T000146,E004,E004-AS026,2026-08-01 12:00:00,SNMP,1096,1099,DELAYED
E004-T000147,E004,E004-AS027,2026-08-01 12:00:00,NETFLOW,1051,1043,ACTIVE
E004-T000148,E004,E004-AS028,2026-08-01 12:00:00,SYSLOG,700,949,DEGRADED
E004-T000149,E004,E004-AS029,2026-08-01 12:00:00,SIEM,640,901,DEGRADED
E004-T000150,E004,E004-AS030,2026-08-01 12:00:00,IDS,941,921,ACTIVE
E004-T000151,E004,E004-AS001,2026-08-01 13:00:00,SNMP,1083,1007,ACTIVE
E004-T000152,E004,E004-AS002,2026-08-01 13:00:00,NETFLOW,990,1089,ACTIVE
E004-T000153,E004,E004-AS003,2026-08-01 13:00:00,SYSLOG,1184,1085,ACTIVE
E004-T000154,E004,E004-AS004,2026-08-01 13:00:00,SIEM,1002,916,ACTIVE
E004-T000155,E004,E004-AS005,2026-08-01 13:00:00,IDS,1189,1079,ACTIVE
E004-T000156,E004,E004-AS006,2026-08-01 13:00:00,SNMP,954,1006,ACTIVE
E004-T000157,E004,E004-AS007,2026-08-01 13:00:00,NETFLOW,1052,1051,ACTIVE
E004-T000158,E004,E004-AS008,2026-08-01 13:00:00,SYSLOG,1006,1078,ACTIVE
E004-T000159,E004,E004-AS009,2026-08-01 13:00:00,SIEM,712,1087,DEGRADED
E004-T000160,E004,E004-AS010,2026-08-01 13:00:00,IDS,1035,984,ACTIVE
E004-T000161,E004,E004-AS011,2026-08-01 13:00:00,SNMP,911,1000,ACTIVE
E004-T000162,E004,E004-AS012,2026-08-01 13:00:00,NETFLOW,919,995,ACTIVE
E004-T000163,E004,E004-AS013,2026-08-01 13:00:00,SYSLOG,953,1006,ACTIVE
E004-T000164,E004,E004-AS014,2026-08-01 13:00:00,SIEM,1084,1080,ACTIVE
E004-T000165,E004,E004-AS015,2026-08-01 13:00:00,IDS,992,950,ACTIVE
E004-T000166,E004,E004-AS016,2026-08-01 13:00:00,SNMP,1004,1027,ACTIVE
E004-T000167,E004,E004-AS017,2026-08-01 13:00:00,NETFLOW,957,1003,ACTIVE
E004-T000168,E004,E004-AS018,2026-08-01 13:00:00,SYSLOG,1050,1072,ACTIVE
E004-T000169,E004,E004-AS019,2026-08-01 13:00:00,SIEM,1181,1073,ACTIVE
E004-T000170,E004,E004-AS020,2026-08-01 13:00:00,IDS,1182,1080,ACTIVE
E004-T000171,E004,E004-AS021,2026-08-01 13:00:00,SNMP,945,915,ACTIVE
E004-T000172,E004,E004-AS022,2026-08-01 13:00:00,NETFLOW,1118,1071,ACTIVE
E004-T000173,E004,E004-AS023,2026-08-01 13:00:00,SYSLOG,874,971,DELAYED
E004-T000174,E004,E004-AS024,2026-08-01 13:00:00,SIEM,829,1034,DEGRADED
E004-T000175,E004,E004-AS025,2026-08-01 13:00:00,IDS,1019,1037,ACTIVE
E004-T000176,E004,E004-AS026,2026-08-01 13:00:00,SNMP,837,930,ACTIVE
E004-T000177,E004,E004-AS027,2026-08-01 13:00:00,NETFLOW,952,972,ACTIVE
E004-T000178,E004,E004-AS028,2026-08-01 13:00:00,SYSLOG,1148,1055,ACTIVE
E004-T000179,E004,E004-AS029,2026-08-01 13:00:00,SIEM,1142,1031,ACTIVE
E004-T000180,E004,E004-AS030,2026-08-01 13:00:00,IDS,605,912,DEGRADED
E004-T000181,E004,E004-AS001,2026-08-01 14:00:00,SNMP,931,911,ACTIVE
E004-T000182,E004,E004-AS002,2026-08-01 14:00:00,NETFLOW,1031,1065,ACTIVE
E004-T000183,E004,E004-AS003,2026-08-01 14:00:00,SYSLOG,819,910,ACTIVE
E004-T000184,E004,E004-AS004,2026-08-01 14:00:00,SIEM,932,958,ACTIVE
E004-T000185,E004,E004-AS005,2026-08-01 14:00:00,IDS,978,920,ACTIVE
E004-T000186,E004,E004-AS006,2026-08-01 14:00:00,SNMP,1143,1081,ACTIVE
E004-T000187,E004,E004-AS007,2026-08-01 14:00:00,NETFLOW,1016,1090,ACTIVE
E004-T000188,E004,E004-AS008,2026-08-01 14:00:00,SYSLOG,986,1091,ACTIVE
E004-T000189,E004,E004-AS009,2026-08-01 14:00:00,SIEM,962,924,ACTIVE
E004-T000190,E004,E004-AS010,2026-08-01 14:00:00,IDS,974,1080,ACTIVE
E004-T000191,E004,E004-AS011,2026-08-01 14:00:00,SNMP,893,940,ACTIVE
E004-T000192,E004,E004-AS012,2026-08-01 14:00:00,NETFLOW,1085,1026,ACTIVE
E004-T000193,E004,E004-AS013,2026-08-01 14:00:00,SYSLOG,915,955,ACTIVE
E004-T000194,E004,E004-AS014,2026-08-01 14:00:00,SIEM,856,900,ACTIVE
E004-T000195,E004,E004-AS015,2026-08-01 14:00:00,IDS,1072,1028,ACTIVE
E004-T000196,E004,E004-AS016,2026-08-01 14:00:00,SNMP,1054,1090,ACTIVE
E004-T000197,E004,E004-AS017,2026-08-01 14:00:00,NETFLOW,959,947,ACTIVE
E004-T000198,E004,E004-AS018,2026-08-01 14:00:00,SYSLOG,662,909,DEGRADED
E004-T000199,E004,E004-AS019,2026-08-01 14:00:00,SIEM,1120,1073,ACTIVE
E004-T000200,E004,E004-AS020,2026-08-01 14:00:00,IDS,952,1054,ACTIVE
E004-T000201,E004,E004-AS021,2026-08-01 14:00:00,SNMP,1011,931,ACTIVE
E004-T000202,E004,E004-AS022,2026-08-01 14:00:00,NETFLOW,1129,1096,ACTIVE
E004-T000203,E004,E004-AS023,2026-08-01 14:00:00,SYSLOG,954,946,ACTIVE
E004-T000204,E004,E004-AS024,2026-08-01 14:00:00,SIEM,948,997,ACTIVE
E004-T000205,E004,E004-AS025,2026-08-01 14:00:00,IDS,1034,944,ACTIVE
E004-T000206,E004,E004-AS026,2026-08-01 14:00:00,SNMP,858,940,ACTIVE
E004-T000207,E004,E004-AS027,2026-08-01 14:00:00,NETFLOW,1071,971,ACTIVE
E004-T000208,E004,E004-AS028,2026-08-01 14:00:00,SYSLOG,889,933,ACTIVE
E004-T000209,E004,E004-AS029,2026-08-01 14:00:00,SIEM,883,945,ACTIVE
E004-T000210,E004,E004-AS030,2026-08-01 14:00:00,IDS,1052,1000,ACTIVE
E004-T000211,E004,E004-AS001,2026-08-01 15:00:00,SNMP,999,1062,ACTIVE
E004-T000212,E004,E004-AS002,2026-08-01 15:00:00,NETFLOW,927,988,ACTIVE
E004-T000213,E004,E004-AS003,2026-08-01 15:00:00,SYSLOG,944,1001,ACTIVE
E004-T000214,E004,E004-AS004,2026-08-01 15:00:00,SIEM,1036,1007,ACTIVE
E004-T000215,E004,E004-AS005,2026-08-01 15:00:00,IDS,832,911,ACTIVE
E004-T000216,E004,E004-AS006,2026-08-01 15:00:00,SNMP,1016,1013,ACTIVE
E004-T000217,E004,E004-AS007,2026-08-01 15:00:00,NETFLOW,962,938,ACTIVE
E004-T000218,E004,E004-AS008,2026-08-01 15:00:00,SYSLOG,1161,1078,ACTIVE
E004-T000219,E004,E004-AS009,2026-08-01 15:00:00,SIEM,635,997,DEGRADED
E004-T000220,E004,E004-AS010,2026-08-01 15:00:00,IDS,1029,1044,ACTIVE
E004-T000221,E004,E004-AS011,2026-08-01 15:00:00,SNMP,769,951,DEGRADED
E004-T000222,E004,E004-AS012,2026-08-01 15:00:00,NETFLOW,876,916,ACTIVE
E004-T000223,E004,E004-AS013,2026-08-01 15:00:00,SYSLOG,960,913,ACTIVE
E004-T000224,E004,E004-AS014,2026-08-01 15:00:00,SIEM,1135,1069,ACTIVE
E004-T000225,E004,E004-AS015,2026-08-01 15:00:00,IDS,1072,1088,ACTIVE
E004-T000226,E004,E004-AS016,2026-08-01 15:00:00,SNMP,1041,1094,DELAYED
E004-T000227,E004,E004-AS017,2026-08-01 15:00:00,NETFLOW,954,1054,ACTIVE
E004-T000228,E004,E004-AS018,2026-08-01 15:00:00,SYSLOG,1004,1031,ACTIVE
E004-T000229,E004,E004-AS019,2026-08-01 15:00:00,SIEM,1011,1072,ACTIVE
E004-T000230,E004,E004-AS020,2026-08-01 15:00:00,IDS,1133,1091,ACTIVE
E004-T000231,E004,E004-AS021,2026-08-01 15:00:00,SNMP,961,1026,DELAYED
E004-T000232,E004,E004-AS022,2026-08-01 15:00:00,NETFLOW,738,951,DEGRADED
E004-T000233,E004,E004-AS023,2026-08-01 15:00:00,SYSLOG,1005,937,ACTIVE
E004-T000234,E004,E004-AS024,2026-08-01 15:00:00,SIEM,1066,1040,ACTIVE
E004-T000235,E004,E004-AS025,2026-08-01 15:00:00,IDS,925,923,ACTIVE
E004-T000236,E004,E004-AS026,2026-08-01 15:00:00,SNMP,1080,982,ACTIVE
E004-T000237,E004,E004-AS027,2026-08-01 15:00:00,NETFLOW,906,936,ACTIVE
E004-T000238,E004,E004-AS028,2026-08-01 15:00:00,SYSLOG,1131,1030,ACTIVE
E004-T000239,E004,E004-AS029,2026-08-01 15:00:00,SIEM,935,905,ACTIVE
E004-T000240,E004,E004-AS030,2026-08-01 15:00:00,IDS,1079,1029,ACTIVE
E004-T000241,E004,E004-AS001,2026-08-01 16:00:00,SNMP,1037,989,ACTIVE
E004-T000242,E004,E004-AS002,2026-08-01 16:00:00,NETFLOW,760,998,DEGRADED
E004-T000243,E004,E004-AS003,2026-08-01 16:00:00,SYSLOG,1044,1079,ACTIVE
E004-T000244,E004,E004-AS004,2026-08-01 16:00:00,SIEM,881,1081,DELAYED
E004-T000245,E004,E004-AS005,2026-08-01 16:00:00,IDS,1189,1078,ACTIVE
E004-T000246,E004,E004-AS006,2026-08-01 16:00:00,SNMP,1004,1099,ACTIVE
E004-T000247,E004,E004-AS007,2026-08-01 16:00:00,NETFLOW,741,980,DEGRADED
E004-T000248,E004,E004-AS008,2026-08-01 16:00:00,SYSLOG,1000,922,ACTIVE
E004-T000249,E004,E004-AS009,2026-08-01 16:00:00,SIEM,821,978,DELAYED
E004-T000250,E004,E004-AS010,2026-08-01 16:00:00,IDS,1119,1070,ACTIVE
E004-T000251,E004,E004-AS011,2026-08-01 16:00:00,SNMP,925,1024,ACTIVE
E004-T000252,E004,E004-AS012,2026-08-01 16:00:00,NETFLOW,954,905,ACTIVE
E004-T000253,E004,E004-AS013,2026-08-01 16:00:00,SYSLOG,963,949,ACTIVE
E004-T000254,E004,E004-AS014,2026-08-01 16:00:00,SIEM,1042,940,ACTIVE
E004-T000255,E004,E004-AS015,2026-08-01 16:00:00,IDS,882,980,ACTIVE
E004-T000256,E004,E004-AS016,2026-08-01 16:00:00,SNMP,965,1038,ACTIVE
E004-T000257,E004,E004-AS017,2026-08-01 16:00:00,NETFLOW,940,964,DELAYED
E004-T000258,E004,E004-AS018,2026-08-01 16:00:00,SYSLOG,1019,996,ACTIVE
E004-T000259,E004,E004-AS019,2026-08-01 16:00:00,SIEM,1058,1023,ACTIVE
E004-T000260,E004,E004-AS020,2026-08-01 16:00:00,IDS,1040,965,ACTIVE
E004-T000261,E004,E004-AS021,2026-08-01 16:00:00,SNMP,1009,1079,ACTIVE
E004-T000262,E004,E004-AS022,2026-08-01 16:00:00,NETFLOW,1181,1076,ACTIVE
E004-T000263,E004,E004-AS023,2026-08-01 16:00:00,SYSLOG,1010,1010,ACTIVE
E004-T000264,E004,E004-AS024,2026-08-01 16:00:00,SIEM,1072,981,ACTIVE
E004-T000265,E004,E004-AS025,2026-08-01 16:00:00,IDS,1017,962,ACTIVE
E004-T000266,E004,E004-AS026,2026-08-01 16:00:00,SNMP,890,966,ACTIVE
E004-T000267,E004,E004-AS027,2026-08-01 16:00:00,NETFLOW,1014,1044,ACTIVE
E004-T000268,E004,E004-AS028,2026-08-01 16:00:00,SYSLOG,1107,1058,ACTIVE
E004-T000269,E004,E004-AS029,2026-08-01 16:00:00,SIEM,1100,1061,ACTIVE
E004-T000270,E004,E004-AS030,2026-08-01 16:00:00,IDS,913,1011,ACTIVE
E004-T000271,E004,E004-AS001,2026-08-01 17:00:00,SNMP,1054,1063,ACTIVE
E004-T000272,E004,E004-AS002,2026-08-01 17:00:00,NETFLOW,857,937,ACTIVE
E004-T000273,E004,E004-AS003,2026-08-01 17:00:00,SYSLOG,1021,1082,ACTIVE
E004-T000274,E004,E004-AS004,2026-08-01 17:00:00,SIEM,928,917,ACTIVE
E004-T000275,E004,E004-AS005,2026-08-01 17:00:00,IDS,876,915,ACTIVE
E004-T000276,E004,E004-AS006,2026-08-01 17:00:00,SNMP,1021,1034,ACTIVE
E004-T000277,E004,E004-AS007,2026-08-01 17:00:00,NETFLOW,899,919,ACTIVE
E004-T000278,E004,E004-AS008,2026-08-01 17:00:00,SYSLOG,952,900,ACTIVE
E004-T000279,E004,E004-AS009,2026-08-01 17:00:00,SIEM,1141,1041,ACTIVE
E004-T000280,E004,E004-AS010,2026-08-01 17:00:00,IDS,1070,1082,ACTIVE
E004-T000281,E004,E004-AS011,2026-08-01 17:00:00,SNMP,875,904,ACTIVE
E004-T000282,E004,E004-AS012,2026-08-01 17:00:00,NETFLOW,962,967,ACTIVE
E004-T000283,E004,E004-AS013,2026-08-01 17:00:00,SYSLOG,1008,1056,ACTIVE
E004-T000284,E004,E004-AS014,2026-08-01 17:00:00,SIEM,752,901,DEGRADED
E004-T000285,E004,E004-AS015,2026-08-01 17:00:00,IDS,1001,939,ACTIVE
E004-T000286,E004,E004-AS016,2026-08-01 17:00:00,SNMP,1083,984,ACTIVE
E004-T000287,E004,E004-AS017,2026-08-01 17:00:00,NETFLOW,1039,1026,ACTIVE
E004-T000288,E004,E004-AS018,2026-08-01 17:00:00,SYSLOG,947,957,ACTIVE
E004-T000289,E004,E004-AS019,2026-08-01 17:00:00,SIEM,864,916,ACTIVE
E004-T000290,E004,E004-AS020,2026-08-01 17:00:00,IDS,927,1011,ACTIVE
E004-T000291,E004,E004-AS021,2026-08-01 17:00:00,SNMP,1046,1054,ACTIVE
E004-T000292,E004,E004-AS022,2026-08-01 17:00:00,NETFLOW,965,944,ACTIVE
