alert_id,entity_id,asset_id,timestamp,severity,category,source,confidence,status,description
E004-A0111,E004,E004-AS005,2026-08-05 00:49:14,MEDIUM,SUSPICIOUS_LOGIN,IDS,0.74,IN_PROGRESS,Suspicious Login activity detected on telecom asset
E004-A0002,E004,E004-AS001,2026-08-05 10:57:24,HIGH,BRUTE_FORCE,IAM,0.72,OPEN,Repeated failed authentication activity on core network device
E004-A0193,E004,E004-AS021,2026-08-05 23:35:32,LOW,NETWORK_ANOMALY,FIREWALL,0.91,RESOLVED,Network Anomaly activity detected on telecom asset
E004-A0015,E004,E004-AS028,2026-08-05 23:36:34,HIGH,PRIVILEGE_ESCALATION,EDR,0.59,RESOLVED,Privilege Escalation activity detected on telecom asset
E004-A0142,E004,E004-AS029,2026-08-06 00:59:46,LOW,RANSOMWARE,EMAIL_SECURITY,0.7,OPEN,Ransomware activity detected on telecom asset
E004-A0075,E004,E004-AS030,2026-08-06 03:32:22,HIGH,SUSPICIOUS_LOGIN,IAM,0.9,RESOLVED,Suspicious Login activity detected on telecom asset
E004-A0118,E004,E004-AS012,2026-08-06 03:32:39,LOW,RANSOMWARE,IDS,0.81,RESOLVED,Ransomware activity detected on telecom asset
E004-A0022,E004,E004-AS022,2026-08-06 12:55:36,HIGH,SUSPICIOUS_LOGIN,FIREWALL,0.57,IN_PROGRESS,Suspicious Login activity detected on telecom asset
E004-A0135,E004,E004-AS030,2026-08-06 19:09:19,LOW,PHISHING,FIREWALL,0.84,IN_PROGRESS,Phishing activity detected on telecom asset
E004-A0078,E004,E004-AS021,2026-08-06 19:19:42,CRITICAL,PHISHING,SIEM,0.95,OPEN,Phishing activity detected on telecom asset
E004-A0160,E004,E004-AS026,2026-08-06 19:36:00,MEDIUM,BRUTE_FORCE,SIEM,0.66,IN_PROGRESS,Brute Force activity detected on telecom asset
E004-A0201,E004,E004-AS003,2026-08-06 22:37:46,MEDIUM,MALWARE,EMAIL_SECURITY,0.84,RESOLVED,Malware activity detected on telecom asset
E004-A0145,E004,E004-AS010,2026-08-07 00:05:21,HIGH,DATA_EXFILTRATION,FIREWALL,0.68,IN_PROGRESS,Data Exfiltration activity detected on telecom asset
E004-A0049,E004,E004-AS007,2026-08-07 01:06:47,CRITICAL,PRIVILEGE_ESCALATION,SIEM,0.71,IN_PROGRESS,Privilege Escalation activity detected on telecom asset
E004-A0080,E004,E004-AS002,2026-08-07 03:03:36,HIGH,DATA_EXFILTRATION,IDS,0.96,CLOSED,Data Exfiltration activity detected on telecom asset
E004-A0057,E004,E004-AS019,2026-08-07 08:17:33,CRITICAL,DATA_EXFILTRATION,IDS,0.94,CLOSED,Data Exfiltration activity detected on telecom asset
E004-A0178,E004,E004-AS005,2026-08-07 10:38:24,MEDIUM,NETWORK_ANOMALY,FIREWALL,0.84,OPEN,Network Anomaly activity detected on telecom asset
E004-A0044,E004,E004-AS006,2026-08-07 17:06:47,HIGH,BRUTE_FORCE,SIEM,0.7,CLOSED,Brute Force activity detected on telecom asset
E004-A0168,E004,E004-AS026,2026-08-07 20:31:02,LOW,PHISHING,IDS,0.78,RESOLVED,Phishing activity detected on telecom asset
E004-A0104,E004,E004-AS011,2026-08-07 20:59:08,MEDIUM,PRIVILEGE_ESCALATION,IAM,0.87,OPEN,Privilege Escalation activity detected on telecom asset
E004-A0185,E004,E004-AS021,2026-08-07 23:57:56,MEDIUM,DATA_EXFILTRATION,EMAIL_SECURITY,0.77,CLOSED,Data Exfiltration activity detected on telecom asset
E004-A0167,E004,E004-AS005,2026-08-08 01:08:21,LOW,PHISHING,IAM,0.61,IN_PROGRESS,Phishing activity detected on telecom asset
E004-A0162,E004,E004-AS013,2026-08-08 02:29:43,LOW,BRUTE_FORCE,FIREWALL,0.79,IN_PROGRESS,Brute Force activity detected on telecom asset
E004-A0054,E004,E004-AS003,2026-08-08 02:32:19,CRITICAL,PHISHING,SIEM,0.96,IN_PROGRESS,Phishing activity detected on telecom asset
E004-A0123,E004,E004-AS017,2026-08-08 05:03:35,MEDIUM,DATA_EXFILTRATION,FIREWALL,0.57,CLOSED,Data Exfiltration activity detected on telecom asset
E004-A0187,E004,E004-AS013,2026-08-08 06:00:22,MEDIUM,SUSPICIOUS_LOGIN,FIREWALL,0.83,CLOSED,Suspicious Login activity detected on telecom asset
E004-A0070,E004,E004-AS030,2026-08-08 10:03:15,HIGH,PRIVILEGE_ESCALATION,SIEM,0.91,IN_PROGRESS,Privilege Escalation activity detected on telecom asset
E004-A0093,E004,E004-AS013,2026-08-08 11:00:24,MEDIUM,NETWORK_ANOMALY,IAM,0.81,CLOSED,Network Anomaly activity detected on telecom asset
E004-A0181,E004,E004-AS025,2026-08-08 13:05:41,CRITICAL,SUSPICIOUS_LOGIN,FIREWALL,0.65,RESOLVED,Suspicious Login activity detected on telecom asset
E004-A0095,E004,E004-AS010,2026-08-08 14:45:43,MEDIUM,BRUTE_FORCE,FIREWALL,0.62,OPEN,Brute Force activity detected on telecom asset
E004-A0046,E004,E004-AS012,2026-08-08 23:49:56,HIGH,DATA_EXFILTRATION,SIEM,0.73,CLOSED,Data Exfiltration activity detected on telecom asset
E004-A0165,E004,E004-AS009,2026-08-09 03:45:07,CRITICAL,MALWARE,IDS,0.64,CLOSED,Malware activity detected on telecom asset
E004-A0146,E004,E004-AS025,2026-08-09 05:37:49,MEDIUM,PRIVILEGE_ESCALATION,EDR,0.75,IN_PROGRESS,Privilege Escalation activity detected on telecom asset
E004-A0051,E004,E004-AS012,2026-08-09 07:28:30,HIGH,PRIVILEGE_ESCALATION,EMAIL_SECURITY,0.63,RESOLVED,Privilege Escalation activity detected on telecom asset
E004-A0172,E004,E004-AS010,2026-08-09 07:48:57,MEDIUM,BRUTE_FORCE,IDS,0.72,CLOSED,Brute Force activity detected on telecom asset
E004-A0131,E004,E004-AS001,2026-08-09 13:23:35,LOW,SUSPICIOUS_LOGIN,IAM,0.75,RESOLVED,Suspicious Login activity detected on telecom asset
E004-A0035,E004,E004-AS015,2026-08-09 15:49:59,HIGH,SUSPICIOUS_LOGIN,EDR,0.94,RESOLVED,Suspicious Login activity detected on telecom asset
E004-A0081,E004,E004-AS003,2026-08-09 17:09:54,MEDIUM,PRIVILEGE_ESCALATION,IDS,0.81,IN_PROGRESS,Privilege Escalation activity detected on telecom asset
E004-A0143,E004,E004-AS012,2026-08-09 23:09:43,MEDIUM,PHISHING,FIREWALL,0.95,RESOLVED,Phishing activity detected on telecom asset
E004-A0008,E004,E004-AS001,2026-08-10 00:01:59,HIGH,BRUTE_FORCE,IAM,0.88,OPEN,Repeated failed authentication activity on core network device
E004-A0017,E004,E004-AS027,2026-08-10 07:25:57,HIGH,NETWORK_ANOMALY,EMAIL_SECURITY,0.57,CLOSED,Network Anomaly activity detected on telecom asset
E004-A0062,E004,E004-AS030,2026-08-10 07:58:33,HIGH,RANSOMWARE,SIEM,0.99,RESOLVED,Ransomware activity detected on telecom asset
E004-A0041,E004,E004-AS017,2026-08-10 09:35:58,CRITICAL,MALWARE,IAM,0.78,CLOSED,Malware activity detected on telecom asset
E004-A0001,E004,E004-AS001,2026-08-10 10:05:34,CRITICAL,BRUTE_FORCE,IAM,0.68,RESOLVED,Repeated failed authentication activity on core network device
E004-A0009,E004,E004-AS001,2026-08-10 11:45:19,CRITICAL,BRUTE_FORCE,IAM,0.9,IN_PROGRESS,Repeated failed authentication activity on core network device
E004-A0071,E004,E004-AS024,2026-08-10 22:26:22,HIGH,PRIVILEGE_ESCALATION,FIREWALL,0.94,IN_PROGRESS,Privilege Escalation activity detected on telecom asset
E004-A0161,E004,E004-AS005,2026-08-10 22:26:39,LOW,MALWARE,IAM,0.84,RESOLVED,Malware activity detected on telecom asset
E004-A0159,E004,E004-AS010,2026-08-11 06:17:21,LOW,PHISHING,IAM,0.64,RESOLVED,Phishing activity detected on telecom asset
E004-A0129,E004,E004-AS015,2026-08-11 13:45:47,LOW,RANSOMWARE,SIEM,0.65,RESOLVED,Ransomware activity detected on telecom asset
E004-A0100,E004,E004-AS023,2026-08-11 14:31:51,MEDIUM,PRIVILEGE_ESCALATION,FIREWALL,0.79,OPEN,Privilege Escalation activity detected on telecom asset
E004-A0108,E004,E004-AS029,2026-08-11 18:24:48,LOW,BRUTE_FORCE,FIREWALL,0.68,IN_PROGRESS,Brute Force activity detected on telecom asset
E004-A0169,E004,E004-AS009,2026-08-11 21:06:53,LOW,MALWARE,EMAIL_SECURITY,0.91,IN_PROGRESS,Malware activity detected on telecom asset
E004-A0013,E004,E004-AS010,2026-08-11 21:41:32,HIGH,RANSOMWARE,IDS,0.83,IN_PROGRESS,Ransomware activity detected on telecom asset
E004-A0027,E004,E004-AS017,2026-08-11 21:52:05,CRITICAL,SUSPICIOUS_LOGIN,IDS,0.89,CLOSED,Suspicious Login activity detected on telecom asset
E004-A0125,E004,E004-AS012,2026-08-12 05:24:55,MEDIUM,RANSOMWARE,IAM,0.56,RESOLVED,Ransomware activity detected on telecom asset
E004-A0028,E004,E004-AS015,2026-08-12 06:26:05,HIGH,NETWORK_ANOMALY,FIREWALL,0.9,RESOLVED,Network Anomaly activity detected on telecom asset
E004-A0177,E004,E004-AS029,2026-08-12 06:37:10,MEDIUM,SUSPICIOUS_LOGIN,EDR,0.94,CLOSED,Suspicious Login activity detected on telecom asset
E004-A0122,E004,E004-AS012,2026-08-12 08:37:40,CRITICAL,PRIVILEGE_ESCALATION,EMAIL_SECURITY,0.6,IN_PROGRESS,Privilege Escalation activity detected on telecom asset
E004-A0119,E004,E004-AS002,2026-08-12 10:32:48,CRITICAL,PHISHING,EMAIL_SECURITY,0.68,IN_PROGRESS,Phishing activity detected on telecom asset
E004-A0042,E004,E004-AS022,2026-08-12 20:44:38,HIGH,BRUTE_FORCE,IDS,0.95,OPEN,Brute Force activity detected on telecom asset
E004-A0150,E004,E004-AS023,2026-08-12 23:13:49,LOW,SUSPICIOUS_LOGIN,EMAIL_SECURITY,0.98,CLOSED,Suspicious Login activity detected on telecom asset
E004-A0107,E004,E004-AS021,2026-08-13 03:46:22,LOW,MALWARE,EDR,0.68,IN_PROGRESS,Malware activity detected on telecom asset
E004-A0092,E004,E004-AS012,2026-08-13 09:17:47,MEDIUM,PHISHING,FIREWALL,0.64,CLOSED,Phishing activity detected on telecom asset
E004-A0113,E004,E004-AS008,2026-08-13 10:03:44,LOW,RANSOMWARE,IDS,0.9,CLOSED,Ransomware activity detected on telecom asset
E004-A0139,E004,E004-AS027,2026-08-13 11:34:15,HIGH,MALWARE,EMAIL_SECURITY,0.86,IN_PROGRESS,Malware activity detected on telecom asset
E004-A0004,E004,E004-AS001,2026-08-13 11:45:53,HIGH,BRUTE_FORCE,IAM,0.92,RESOLVED,Repeated failed authentication activity on core network device
E004-A0110,E004,E004-AS016,2026-08-13 12:23:56,CRITICAL,RANSOMWARE,SIEM,0.81,IN_PROGRESS,Ransomware activity detected on telecom asset
E004-A0164,E004,E004-AS016,2026-08-13 13:43:54,MEDIUM,MALWARE,FIREWALL,0.84,IN_PROGRESS,Malware activity detected on telecom asset
E004-A0182,E004,E004-AS014,2026-08-13 15:21:03,LOW,SUSPICIOUS_LOGIN,EDR,0.77,CLOSED,Suspicious Login activity detected on telecom asset
E004-A0156,E004,E004-AS021,2026-08-13 19:21:12,MEDIUM,NETWORK_ANOMALY,IAM,0.59,OPEN,Network Anomaly activity detected on telecom asset
E004-A0127,E004,E004-AS027,2026-08-13 19:51:54,MEDIUM,DATA_EXFILTRATION,IDS,0.72,IN_PROGRESS,Data Exfiltration activity detected on telecom asset
E004-A0064,E004,E004-AS029,2026-08-13 19:52:20,HIGH,PHISHING,IAM,0.62,IN_PROGRESS,Phishing activity detected on telecom asset
E004-A0096,E004,E004-AS011,2026-08-14 03:28:43,LOW,NETWORK_ANOMALY,EDR,0.67,RESOLVED,Network Anomaly activity detected on telecom asset
E004-A0065,E004,E004-AS002,2026-08-14 04:11:36,HIGH,SUSPICIOUS_LOGIN,EDR,0.6,CLOSED,Suspicious Login activity detected on telecom asset
E004-A0152,E004,E004-AS008,2026-08-14 09:48:23,LOW,PRIVILEGE_ESCALATION,EDR,0.94,OPEN,Privilege Escalation activity detected on telecom asset
E004-A0084,E004,E004-AS022,2026-08-14 20:58:27,MEDIUM,PRIVILEGE_ESCALATION,SIEM,0.95,CLOSED,Privilege Escalation activity detected on telecom asset
E004-A0179,E004,E004-AS002,2026-08-14 22:20:07,HIGH,RANSOMWARE,FIREWALL,0.86,IN_PROGRESS,Ransomware activity detected on telecom asset
E004-A0020,E004,E004-AS024,2026-08-14 22:53:59,HIGH,DATA_EXFILTRATION,EDR,0.72,OPEN,Data Exfiltration activity detected on telecom asset
E004-A0147,E004,E004-AS017,2026-08-15 04:43:00,LOW,NETWORK_ANOMALY,IAM,0.96,CLOSED,Network Anomaly activity detected on telecom asset
E004-A0121,E004,E004-AS022,2026-08-15 07:14:55,LOW,PRIVILEGE_ESCALATION,SIEM,0.71,CLOSED,Privilege Escalation activity detected on telecom asset
E004-A0089,E004,E004-AS017,2026-08-15 11:58:57,HIGH,RANSOMWARE,SIEM,0.88,OPEN,Ransomware activity detected on telecom asset
E004-A0173,E004,E004-AS026,2026-08-15 12:12:04,HIGH,BRUTE_FORCE,EDR,0.6,CLOSED,Brute Force activity detected on telecom asset
E004-A0003,E004,E004-AS001,2026-08-15 12:36:44,CRITICAL,BRUTE_FORCE,IAM,0.6,IN_PROGRESS,Repeated failed authentication activity on core network device
E004-A0153,E004,E004-AS003,2026-08-15 13:40:02,LOW,BRUTE_FORCE,EDR,0.95,CLOSED,Brute Force activity detected on telecom asset
E004-A0148,E004,E004-AS004,2026-08-15 17:01:46,LOW,MALWARE,IDS,0.72,IN_PROGRESS,Malware activity detected on telecom asset
E004-A0105,E004,E004-AS019,2026-08-15 19:26:43,HIGH,NETWORK_ANOMALY,EMAIL_SECURITY,0.92,RESOLVED,Network Anomaly activity detected on telecom asset
E004-A0166,E004,E004-AS010,2026-08-15 20:39:47,LOW,DATA_EXFILTRATION,EMAIL_SECURITY,0.66,IN_PROGRESS,Data Exfiltration activity detected on telecom asset
E004-A0138,E004,E004-AS009,2026-08-15 22:34:50,MEDIUM,SUSPICIOUS_LOGIN,EMAIL_SECURITY,0.56,CLOSED,Suspicious Login activity detected on telecom asset
E004-A0026,E004,E004-AS003,2026-08-16 01:42:26,HIGH,DATA_EXFILTRATION,SIEM,0.96,RESOLVED,Data Exfiltration activity detected on telecom asset
E004-A0191,E004,E004-AS003,2026-08-16 08:08:05,MEDIUM,DATA_EXFILTRATION,FIREWALL,0.85,OPEN,Data Exfiltration activity detected on telecom asset
E004-A0055,E004,E004-AS012,2026-08-16 09:46:49,HIGH,NETWORK_ANOMALY,IDS,0.74,RESOLVED,Network Anomaly activity detected on telecom asset
E004-A0031,E004,E004-AS002,2026-08-16 11:18:17,HIGH,PHISHING,EMAIL_SECURITY,0.95,CLOSED,Phishing activity detected on telecom asset
E004-A0018,E004,E004-AS027,2026-08-16 18:37:58,HIGH,BRUTE_FORCE,IAM,0.85,CLOSED,Brute Force activity detected on telecom asset
E004-A0144,E004,E004-AS029,2026-08-17 00:47:20,MEDIUM,MALWARE,EMAIL_SECURITY,0.81,CLOSED,Malware activity detected on telecom asset
E004-A0039,E004,E004-AS011,2026-08-17 02:56:24,HIGH,PRIVILEGE_ESCALATION,SIEM,0.84,IN_PROGRESS,Privilege Escalation activity detected on telecom asset
E004-A0074,E004,E004-AS024,2026-08-17 04:19:13,HIGH,PRIVILEGE_ESCALATION,EDR,0.64,CLOSED,Privilege Escalation activity detected on telecom asset
E004-A0188,E004,E004-AS023,2026-08-17 04:22:51,LOW,PRIVILEGE_ESCALATION,IDS,0.56,CLOSED,Privilege Escalation activity detected on telecom asset
E004-A0114,E004,E004-AS026,2026-08-17 06:39:57,LOW,RANSOMWARE,EMAIL_SECURITY,0.85,IN_PROGRESS,Ransomware activity detected on telecom asset
E004-A0102,E004,E004-AS009,2026-08-17 09:23:37,HIGH,DATA_EXFILTRATION,SIEM,0.79,OPEN,Data Exfiltration activity detected on telecom asset
E004-A0012,E004,E004-AS001,2026-08-17 18:29:36,HIGH,BRUTE_FORCE,IAM,0.64,CLOSED,Repeated failed authentication activity on core network device
E004-A0130,E004,E004-AS022,2026-08-18 03:24:08,MEDIUM,MALWARE,EMAIL_SECURITY,0.74,CLOSED,Malware activity detected on telecom asset
E004-A0128,E004,E004-AS002,2026-08-18 10:02:44,LOW,BRUTE_FORCE,SIEM,0.71,IN_PROGRESS,Brute Force activity detected on telecom asset
E004-A0083,E004,E004-AS014,2026-08-18 22:57:51,LOW,PHISHING,IDS,0.63,RESOLVED,Phishing activity detected on telecom asset
E004-A0025,E004,E004-AS027,2026-08-19 03:44:10,HIGH,PHISHING,EMAIL_SECURITY,0.82,CLOSED,Phishing activity detected on telecom asset
E004-A0124,E004,E004-AS004,2026-08-19 09:28:57,LOW,BRUTE_FORCE,EMAIL_SECURITY,0.95,IN_PROGRESS,Brute Force activity detected on telecom asset
E004-A0195,E004,E004-AS011,2026-08-19 09:32:35,LOW,BRUTE_FORCE,IAM,0.86,CLOSED,Brute Force activity detected on telecom asset
E004-A0186,E004,E004-AS016,2026-08-19 10:11:33,MEDIUM,MALWARE,FIREWALL,0.76,CLOSED,Malware activity detected on telecom asset
E004-A0151,E004,E004-AS027,2026-08-19 14:06:05,MEDIUM,MALWARE,FIREWALL,0.67,RESOLVED,Malware activity detected on telecom asset
E004-A0204,E004,E004-AS022,2026-08-19 19:46:44,MEDIUM,PRIVILEGE_ESCALATION,IAM,0.99,IN_PROGRESS,Privilege Escalation activity detected on telecom asset
E004-A0023,E004,E004-AS014,2026-08-19 21:07:56,HIGH,PRIVILEGE_ESCALATION,SIEM,0.84,IN_PROGRESS,Privilege Escalation activity detected on telecom asset
E004-A0072,E004,E004-AS016,2026-08-19 21:21:59,HIGH,MALWARE,FIREWALL,0.82,CLOSED,Malware activity detected on telecom asset
E004-A0141,E004,E004-AS022,2026-08-20 06:45:26,MEDIUM,PRIVILEGE_ESCALATION,IDS,0.86,IN_PROGRESS,Privilege Escalation activity detected on telecom asset
E004-A0132,E004,E004-AS015,2026-08-20 10:21:52,LOW,NETWORK_ANOMALY,SIEM,0.65,IN_PROGRESS,Network Anomaly activity detected on telecom asset
E004-A0059,E004,E004-AS019,2026-08-20 10:59:10,HIGH,BRUTE_FORCE,EDR,0.83,CLOSED,Brute Force activity detected on telecom asset
E004-A0194,E004,E004-AS023,2026-08-21 01:32:59,LOW,RANSOMWARE,EMAIL_SECURITY,0.81,IN_PROGRESS,Ransomware activity detected on telecom asset
E004-A0060,E004,E004-AS026,2026-08-21 04:43:02,HIGH,SUSPICIOUS_LOGIN,SIEM,0.56,CLOSED,Suspicious Login activity detected on telecom asset
E004-A0034,E004,E004-AS010,2026-08-21 08:00:45,HIGH,RANSOMWARE,EDR,0.79,CLOSED,Ransomware activity detected on telecom asset
E004-A0149,E004,E004-AS012,2026-08-21 11:58:47,HIGH,PRIVILEGE_ESCALATION,EMAIL_SECURITY,0.67,IN_PROGRESS,Privilege Escalation activity detected on telecom asset
E004-A0202,E004,E004-AS028,2026-08-21 12:35:40,LOW,DATA_EXFILTRATION,EMAIL_SECURITY,0.97,RESOLVED,Data Exfiltration activity detected on telecom asset
E004-A0170,E004,E004-AS005,2026-08-21 21:20:56,HIGH,NETWORK_ANOMALY,FIREWALL,0.73,OPEN,Network Anomaly activity detected on telecom asset
E004-A0016,E004,E004-AS005,2026-08-22 02:40:54,CRITICAL,MALWARE,IAM,0.76,CLOSED,Malware activity detected on telecom asset
E004-A0082,E004,E004-AS009,2026-08-22 04:32:52,LOW,PHISHING,FIREWALL,0.92,IN_PROGRESS,Phishing activity detected on telecom asset
E004-A0098,E004,E004-AS028,2026-08-22 08:22:19,MEDIUM,DATA_EXFILTRATION,IAM,0.94,CLOSED,Data Exfiltration activity detected on telecom asset
E004-A0086,E004,E004-AS001,2026-08-22 15:10:48,HIGH,DATA_EXFILTRATION,FIREWALL,0.61,IN_PROGRESS,Data Exfiltration activity detected on telecom asset
E004-A0126,E004,E004-AS004,2026-08-22 21:34:40,CRITICAL,PHISHING,IDS,0.87,CLOSED,Phishing activity detected on telecom asset
E004-A0021,E004,E004-AS024,2026-08-22 23:09:59,HIGH,MALWARE,SIEM,0.61,CLOSED,Malware activity detected on telecom asset
E004-A0192,E004,E004-AS005,2026-08-23 14:41:47,LOW,RANSOMWARE,SIEM,0.66,CLOSED,Ransomware activity detected on telecom asset
E004-A0038,E004,E004-AS004,2026-08-23 19:19:20,HIGH,RANSOMWARE,IDS,0.86,CLOSED,Ransomware activity detected on telecom asset
E004-A0133,E004,E004-AS021,2026-08-24 00:26:13,MEDIUM,PHISHING,IAM,0.57,CLOSED,Phishing activity detected on telecom asset
E004-A0184,E004,E004-AS015,2026-08-24 00:48:18,MEDIUM,SUSPICIOUS_LOGIN,EMAIL_SECURITY,0.84,CLOSED,Suspicious Login activity detected on telecom asset
E004-A0073,E004,E004-AS024,2026-08-24 10:54:01,CRITICAL,BRUTE_FORCE,SIEM,0.66,CLOSED,Brute Force activity detected on telecom asset
E004-A0007,E004,E004-AS001,2026-08-24 18:35:45,HIGH,BRUTE_FORCE,IAM,0.68,IN_PROGRESS,Repeated failed authentication activity on core network device
E004-A0050,E004,E004-AS006,2026-08-24 21:41:28,HIGH,MALWARE,EMAIL_SECURITY,0.82,CLOSED,Malware activity detected on telecom asset
E004-A0183,E004,E004-AS009,2026-08-25 02:07:33,LOW,DATA_EXFILTRATION,IAM,0.91,IN_PROGRESS,Data Exfiltration activity detected on telecom asset
E004-A0171,E004,E004-AS019,2026-08-25 08:30:59,MEDIUM,PRIVILEGE_ESCALATION,EDR,0.93,IN_PROGRESS,Privilege Escalation activity detected on telecom asset
E004-A0099,E004,E004-AS006,2026-08-25 09:11:59,HIGH,NETWORK_ANOMALY,IAM,0.96,OPEN,Network Anomaly activity detected on telecom asset
E004-A0061,E004,E004-AS021,2026-08-25 12:11:41,HIGH,MALWARE,IAM,0.62,RESOLVED,Malware activity detected on telecom asset
E004-A0088,E004,E004-AS004,2026-08-25 20:12:53,MEDIUM,NETWORK_ANOMALY,IDS,0.72,CLOSED,Network Anomaly activity detected on telecom asset
E004-A0175,E004,E004-AS008,2026-08-25 21:27:17,LOW,BRUTE_FORCE,SIEM,0.6,RESOLVED,Brute Force activity detected on telecom asset
E004-A0103,E004,E004-AS019,2026-08-25 22:36:34,CRITICAL,DATA_EXFILTRATION,SIEM,0.68,IN_PROGRESS,Data Exfiltration activity detected on telecom asset
E004-A0033,E004,E004-AS004,2026-08-26 00:30:10,HIGH,NETWORK_ANOMALY,IAM,0.7,IN_PROGRESS,Network Anomaly activity detected on telecom asset
E004-A0069,E004,E004-AS001,2026-08-26 01:18:44,HIGH,RANSOMWARE,EMAIL_SECURITY,0.78,IN_PROGRESS,Ransomware activity detected on telecom asset
E004-A0076,E004,E004-AS027,2026-08-26 02:19:48,CRITICAL,MALWARE,EDR,0.61,CLOSED,Malware activity detected on telecom asset
E004-A0094,E004,E004-AS013,2026-08-26 09:19:42,CRITICAL,DATA_EXFILTRATION,EMAIL_SECURITY,0.64,CLOSED,Data Exfiltration activity detected on telecom asset
E004-A0068,E004,E004-AS028,2026-08-26 15:13:08,HIGH,PHISHING,FIREWALL,0.93,RESOLVED,Phishing activity detected on telecom asset
E004-A0154,E004,E004-AS019,2026-08-26 16:08:24,HIGH,PRIVILEGE_ESCALATION,SIEM,0.61,IN_PROGRESS,Privilege Escalation activity detected on telecom asset
E004-A0189,E004,E004-AS022,2026-08-26 18:19:25,LOW,SUSPICIOUS_LOGIN,FIREWALL,0.8,RESOLVED,Suspicious Login activity detected on telecom asset
E004-A0040,E004,E004-AS002,2026-08-26 18:30:57,HIGH,MALWARE,EMAIL_SECURITY,0.69,RESOLVED,Malware activity detected on telecom asset
