case_id,alert_id,entity_id,analyst_id,opened_at,closed_at,status,resolution,closure_reason
E005-C0023,E005-A0023,E005,AN01,2026-08-03 06:35:00,2026-08-03 08:02:00,CLOSED,TRUE_POSITIVE,Threat mitigated
E005-C0024,E005-A0024,E005,AN01,2026-08-03 08:36:00,2026-08-03 10:22:00,CLOSED,TRUE_POSITIVE,Threat mitigated
E005-C0025,E005-A0025,E005,AN01,2026-08-03 10:16:00,2026-08-03 11:06:00,CLOSED,TRUE_POSITIVE,Threat mitigated
E005-C0026,E005-A0026,E005,AN01,2026-08-03 12:14:00,2026-08-03 13:09:00,CLOSED,TRUE_POSITIVE,Threat mitigated
E005-C0027,E005-A0027,E005,AN01,2026-08-03 14:16:00,2026-08-03 16:30:00,CLOSED,TRUE_POSITIVE,Threat mitigated
E005-C0028,E005-A0028,E005,AN01,2026-08-03 16:42:00,2026-08-03 19:36:00,CLOSED,TRUE_POSITIVE,Threat mitigated
E005-C0029,E005-A0029,E005,AN01,2026-08-03 18:46:00,2026-08-03 21:12:00,CLOSED,TRUE_POSITIVE,Threat mitigated
E005-C0030,E005-A0030,E005,AN01,2026-08-03 20:22:00,2026-08-03 23:15:00,CLOSED,TRUE_POSITIVE,Threat mitigated
E005-C0031,E005-A0031,E005,AN01,2026-08-03 22:25:00,2026-08-03 23:13:00,CLOSED,TRUE_POSITIVE,Threat mitigated
E005-C0032,E005-A0032,E005,AN01,2026-08-04 00:08:00,2026-08-04 01:30:00,CLOSED,TRUE_POSITIVE,Threat mitigated
E005-C0033,E005-A0033,E005,AN01,2026-08-04 02:15:00,2026-08-04 03:59:00,CLOSED,TRUE_POSITIVE,Threat mitigated
E005-C0034,E005-A0034,E005,AN01,2026-08-04 04:54:00,2026-08-04 07:16:00,CLOSED,TRUE_POSITIVE,Threat mitigated
E005-C0035,E005-A0035,E005,AN01,2026-08-04 06:41:00,2026-08-04 08:15:00,CLOSED,TRUE_POSITIVE,Threat mitigated
E005-C0036,E005-A0036,E005,AN01,2026-08-04 08:22:00,2026-08-04 10:38:00,CLOSED,TRUE_POSITIVE,Threat mitigated
E005-C0037,E005-A0037,E005,AN01,2026-08-04 10:24:00,2026-08-04 12:06:00,CLOSED,TRUE_POSITIVE,Threat mitigated
E005-C0038,E005-A0038,E005,AN01,2026-08-04 12:11:00,2026-08-04 13:09:00,CLOSED,TRUE_POSITIVE,Threat mitigated
E005-C0039,E005-A0039,E005,AN01,2026-08-04 14:38:00,2026-08-04 17:38:00,CLOSED,TRUE_POSITIVE,Threat mitigated
E005-C0040,E005-A0040,E005,AN01,2026-08-04 16:30:00,2026-08-04 19:09:00,CLOSED,TRUE_POSITIVE,Threat mitigated
E005-C0041,E005-A0041,E005,AN01,2026-08-04 18:10:00,2026-08-04 18:11:00,CLOSED,TRUE_POSITIVE,Threat mitigated
E005-C0042,E005-A0042,E005,AN01,2026-08-04 20:12:00,2026-08-04 21:44:00,CLOSED,TRUE_POSITIVE,Threat mitigated
E005-C0043,E005-A0043,E005,AN01,2026-08-04 22:30:00,2026-08-05 01:22:00,CLOSED,TRUE_POSITIVE,Threat mitigated
E005-C0044,E005-A0044,E005,AN01,2026-08-05 00:54:00,2026-08-05 03:37:00,CLOSED,TRUE_POSITIVE,Threat mitigated
E005-C0045,E005-A0045,E005,AN01,2026-08-05 02:50:00,2026-08-05 05:30:00,CLOSED,TRUE_POSITIVE,Threat mitigated
E005-C0046,E005-A0046,E005,AN01,2026-08-05 04:50:00,2026-08-05 06:10:00,CLOSED,TRUE_POSITIVE,Threat mitigated
E005-C0047,E005-A0047,E005,AN01,2026-08-05 06:48:00,2026-08-05 09:32:00,CLOSED,TRUE_POSITIVE,Threat mitigated
E005-C0048,E005-A0048,E005,AN01,2026-08-05 08:24:00,2026-08-05 09:30:00,CLOSED,TRUE_POSITIVE,Threat mitigated
E005-C0049,E005-A0049,E005,AN01,2026-08-05 10:16:00,2026-08-05 11:56:00,CLOSED,TRUE_POSITIVE,Threat mitigated
E005-C0050,E005-A0050,E005,AN01,2026-08-05 12:28:00,2026-08-05 14:34:00,CLOSED,TRUE_POSITIVE,Threat mitigated
E005-C0051,E005-A0051,E005,AN01,2026-08-05 14:57:00,2026-08-05 17:17:00,CLOSED,TRUE_POSITIVE,Threat mitigated
E005-C0052,E005-A0052,E005,AN01,2026-08-05 16:54:00,2026-08-05 18:07:00,CLOSED,TRUE_POSITIVE,Threat mitigated
E005-C0053,E005-A0053,E005,AN01,2026-08-05 18:50:00,2026-08-05 21:43:00,CLOSED,TRUE_POSITIVE,Threat mitigated
E005-C0054,E005-A0054,E005,AN01,2026-08-05 20:16:00,2026-08-05 21:20:00,CLOSED,TRUE_POSITIVE,Threat mitigated
E005-C0055,E005-A0055,E005,AN01,2026-08-05 22:46:00,2026-08-06 00:37:00,CLOSED,TRUE_POSITIVE,Threat mitigated
E005-C0056,E005-A0056,E005,AN01,2026-08-06 00:39:00,2026-08-06 03:02:00,CLOSED,TRUE_POSITIVE,Threat mitigated
E005-C0057,E005-A0057,E005,AN01,2026-08-06 02:33:00,2026-08-06 03:43:00,CLOSED,TRUE_POSITIVE,Threat mitigated
E005-C0058,E005-A0058,E005,AN01,2026-08-06 04:13:00,2026-08-06 05:35:00,CLOSED,TRUE_POSITIVE,Threat mitigated
E005-C0059,E005-A0059,E005,AN01,2026-08-06 06:31:00,2026-08-06 07:35:00,CLOSED,TRUE_POSITIVE,Threat mitigated
E005-C0060,E005-A0060,E005,AN01,2026-08-06 08:40:00,2026-08-06 11:30:00,CLOSED,TRUE_POSITIVE,Threat mitigated
E005-C0061,E005-A0061,E005,AN01,2026-08-06 10:47:00,2026-08-06 12:28:00,CLOSED,TRUE_POSITIVE,Threat mitigated
E005-C0062,E005-A0062,E005,AN01,2026-08-06 12:34:00,2026-08-06 14:06:00,CLOSED,TRUE_POSITIVE,Threat mitigated
E005-C0063,E005-A0063,E005,AN01,2026-08-06 14:37:00,2026-08-06 17:27:00,CLOSED,TRUE_POSITIVE,Threat mitigated
E005-C0064,E005-A0064,E005,AN01,2026-08-06 16:18:00,2026-08-06 17:10:00,CLOSED,TRUE_POSITIVE,Threat mitigated
E005-C0065,E005-A0065,E005,AN01,2026-08-06 18:23:00,2026-08-06 20:52:00,CLOSED,TRUE_POSITIVE,Threat mitigated
E005-C0066,E005-A0066,E005,AN01,2026-08-06 20:31:00,2026-08-06 21:19:00,CLOSED,TRUE_POSITIVE,Threat mitigated
E005-C0067,E005-A0067,E005,AN01,2026-08-06 22:15:00,2026-08-07 00:37:00,CLOSED,TRUE_POSITIVE,Threat mitigated
E005-C0068,E005-A0068,E005,AN01,2026-08-07 00:29:00,2026-08-07 01:55:00,CLOSED,TRUE_POSITIVE,Threat mitigated
E005-C0069,E005-A0069,E005,AN01,2026-08-07 02:17:00,2026-08-07 04:22:00,CLOSED,TRUE_POSITIVE,Threat mitigated
E005-C0070,E005-A0070,E005,AN01,2026-08-07 04:24:00,2026-08-07 05:29:00,CLOSED,TRUE_POSITIVE,Threat mitigated
E005-C0071,E005-A0071,E005,AN01,2026-08-07 06:45:00,2026-08-07 08:27:00,CLOSED,TRUE_POSITIVE,Threat mitigated
E005-C0072,E005-A0072,E005,AN01,2026-08-07 08:30:00,2026-08-07 09:52:00,CLOSED,TRUE_POSITIVE,Threat mitigated
E005-C0073,E005-A0073,E005,AN01,2026-08-07 10:34:00,2026-08-07 12:59:00,CLOSED,TRUE_POSITIVE,Threat mitigated
E005-C0074,E005-A0074,E005,AN01,2026-08-07 12:34:00,2026-08-07 14:22:00,CLOSED,TRUE_POSITIVE,Threat mitigated
E005-C0075,E005-A0075,E005,AN01,2026-08-07 14:41:00,2026-08-07 15:52:00,CLOSED,TRUE_POSITIVE,Threat mitigated
E005-C0076,E005-A0076,E005,AN01,2026-08-07 16:44:00,2026-08-07 18:47:00,CLOSED,TRUE_POSITIVE,Threat mitigated
E005-C0077,E005-A0077,E005,AN01,2026-08-07 18:04:00,2026-08-07 20:05:00,CLOSED,TRUE_POSITIVE,Threat mitigated
E005-C0078,E005-A0078,E005,AN01,2026-08-07 20:44:00,2026-08-07 22:15:00,CLOSED,TRUE_POSITIVE,Threat mitigated
E005-C0079,E005-A0079,E005,AN01,2026-08-07 22:17:00,2026-08-08 00:03:00,CLOSED,TRUE_POSITIVE,Threat mitigated
E005-C0080,E005-A0080,E005,AN01,2026-08-08 00:19:00,2026-08-08 02:09:00,CLOSED,TRUE_POSITIVE,Threat mitigated
E005-C0081,E005-A0081,E005,AN01,2026-08-08 02:40:00,2026-08-08 04:22:00,CLOSED,TRUE_POSITIVE,Threat mitigated
E005-C0082,E005-A0082,E005,AN01,2026-08-08 04:29:00,2026-08-08 05:19:00,CLOSED,TRUE_POSITIVE,Threat mitigated
E005-C0083,E005-A0083,E005,AN01,2026-08-08 06:28:00,2026-08-08 07:17:00,CLOSED,TRUE_POSITIVE,Threat mitigated
E005-C0084,E005-A0084,E005,AN01,2026-08-08 08:41:00,2026-08-08 10:04:00,CLOSED,TRUE_POSITIVE,Threat mitigated
E005-C0085,E005-A0085,E005,AN01,2026-08-08 10:48:00,2026-08-08 12:45:00,CLOSED,TRUE_POSITIVE,Threat mitigated
E005-C0086,E005-A0086,E005,AN01,2026-08-08 12:43:00,2026-08-08 14:33:00,CLOSED,TRUE_POSITIVE,Threat mitigated
E005-C0087,E005-A0087,E005,AN01,2026-08-08 14:39:00,2026-08-08 17:05:00,CLOSED,TRUE_POSITIVE,Threat mitigated
E005-C0088,E005-A0088,E005,AN01,2026-08-08 16:40:00,2026-08-08 19:29:00,CLOSED,TRUE_POSITIVE,Threat mitigated
E005-C0089,E005-A0089,E005,AN01,2026-08-08 18:38:00,2026-08-08 21:24:00,CLOSED,TRUE_POSITIVE,Threat mitigated
E005-C0090,E005-A0090,E005,AN01,2026-08-08 20:08:00,2026-08-08 21:10:00,CLOSED,TRUE_POSITIVE,Threat mitigated
E005-C0091,E005-A0091,E005,AN01,2026-08-08 22:34:00,2026-08-09 01:18:00,CLOSED,TRUE_POSITIVE,Threat mitigated
E005-C0092,E005-A0092,E005,AN01,2026-08-09 00:32:00,2026-08-09 03:21:00,CLOSED,TRUE_POSITIVE,Threat mitigated
E005-C0093,E005-A0093,E005,AN01,2026-08-09 02:45:00,2026-08-09 04:22:00,CLOSED,TRUE_POSITIVE,Threat mitigated
E005-C0094,E005-A0094,E005,AN01,2026-08-09 04:35:00,2026-08-09 06:12:00,CLOSED,TRUE_POSITIVE,Threat mitigated
E005-C0095,E005-A0095,E005,AN01,2026-08-09 06:09:00,2026-08-09 07:12:00,CLOSED,TRUE_POSITIVE,Threat mitigated
E005-C0096,E005-A0096,E005,AN01,2026-08-09 08:49:00,2026-08-09 11:44:00,CLOSED,TRUE_POSITIVE,Threat mitigated
E005-C0097,E005-A0097,E005,AN01,2026-08-09 10:28:00,2026-08-09 12:04:00,CLOSED,TRUE_POSITIVE,Threat mitigated
E005-C0098,E005-A0098,E005,AN01,2026-08-09 12:25:00,2026-08-09 14:05:00,CLOSED,TRUE_POSITIVE,Threat mitigated
E005-C0099,E005-A0099,E005,AN01,2026-08-09 14:28:00,2026-08-09 17:19:00,CLOSED,TRUE_POSITIVE,Threat mitigated
E005-C0100,E005-A0100,E005,AN01,2026-08-09 16:43:00,2026-08-09 18:26:00,CLOSED,TRUE_POSITIVE,Threat mitigated
