alert_id,entity_id,asset_id,timestamp,severity,category,source,confidence,status,description
E005-A0020,E005,E005-AS013,2026-08-03 00:36:00,LOW,MALWARE,SIEM,0.61,CLOSED,Potential malicious executable
E005-A0021,E005,E005-AS027,2026-08-03 02:08:00,CRITICAL,BRUTE_FORCE,FIREWALL,0.45,CLOSED,Repeated failed logins
E005-A0022,E005,E005-AS022,2026-08-03 04:26:00,MEDIUM,PHISHING,IAM,0.85,CLOSED,Phishing email delivered
E005-A0023,E005,E005-AS006,2026-08-03 06:41:00,LOW,BRUTE_FORCE,EMAIL_SECURITY,0.99,CLOSED,Repeated failed logins
E005-A0024,E005,E005-AS024,2026-08-03 08:23:00,HIGH,DATA_EXFILTRATION,FIREWALL,0.83,CLOSED,Unusual outbound data transfer
E005-A0025,E005,E005-AS029,2026-08-03 10:06:00,LOW,MALWARE,IAM,0.95,CLOSED,Potential malicious executable
E005-A0026,E005,E005-AS003,2026-08-03 12:22:00,HIGH,MALWARE,IAM,0.67,CLOSED,Potential malicious executable
E005-A0027,E005,E005-AS005,2026-08-03 14:22:00,MEDIUM,DATA_EXFILTRATION,EDR,0.88,CLOSED,Unusual outbound data transfer
E005-A0028,E005,E005-AS023,2026-08-03 16:15:00,LOW,SUSPICIOUS_LOGIN,EMAIL_SECURITY,0.94,CLOSED,Multiple suspicious logins
E005-A0029,E005,E005-AS017,2026-08-03 18:12:00,LOW,SUSPICIOUS_LOGIN,EDR,0.96,CLOSED,Multiple suspicious logins
E005-A0030,E005,E005-AS026,2026-08-03 20:31:00,MEDIUM,PRIVILEGE_ESCALATION,EDR,0.91,CLOSED,Unusual privilege escalation
E005-A0031,E005,E005-AS017,2026-08-03 22:33:00,CRITICAL,BRUTE_FORCE,EDR,0.46,CLOSED,Repeated failed logins
E005-A0032,E005,E005-AS014,2026-08-04 00:33:00,LOW,PHISHING,FIREWALL,0.6,CLOSED,Phishing email delivered
E005-A0033,E005,E005-AS020,2026-08-04 02:32:00,HIGH,PHISHING,SIEM,0.48,CLOSED,Phishing email delivered
E005-A0034,E005,E005-AS019,2026-08-04 04:10:00,LOW,DATA_EXFILTRATION,IDS,0.78,CLOSED,Unusual outbound data transfer
E005-A0035,E005,E005-AS015,2026-08-04 06:05:00,MEDIUM,SUSPICIOUS_LOGIN,FIREWALL,0.84,CLOSED,Multiple suspicious logins
E005-A0036,E005,E005-AS009,2026-08-04 08:31:00,CRITICAL,BRUTE_FORCE,IAM,0.74,CLOSED,Repeated failed logins
E005-A0037,E005,E005-AS003,2026-08-04 10:19:00,HIGH,DATA_EXFILTRATION,FIREWALL,0.83,CLOSED,Unusual outbound data transfer
E005-A0038,E005,E005-AS027,2026-08-04 12:09:00,LOW,MALWARE,IDS,0.9,CLOSED,Potential malicious executable
E005-A0039,E005,E005-AS016,2026-08-04 14:36:00,HIGH,BRUTE_FORCE,EMAIL_SECURITY,0.78,CLOSED,Repeated failed logins
E005-A0040,E005,E005-AS018,2026-08-04 16:25:00,LOW,RANSOMWARE,IDS,0.75,CLOSED,Ransomware activity
E005-A0041,E005,E005-AS014,2026-08-04 18:16:00,HIGH,PHISHING,EMAIL_SECURITY,0.94,CLOSED,Phishing email delivered
E005-A0042,E005,E005-AS008,2026-08-04 20:06:00,CRITICAL,SUSPICIOUS_LOGIN,IDS,0.71,CLOSED,Multiple suspicious logins
E005-A0043,E005,E005-AS015,2026-08-04 22:01:00,CRITICAL,MALWARE,FIREWALL,0.95,CLOSED,Potential malicious executable
E005-A0044,E005,E005-AS010,2026-08-05 00:35:00,HIGH,PRIVILEGE_ESCALATION,EMAIL_SECURITY,0.94,CLOSED,Unusual privilege escalation
E005-A0045,E005,E005-AS007,2026-08-05 02:30:00,MEDIUM,PRIVILEGE_ESCALATION,EMAIL_SECURITY,0.74,CLOSED,Unusual privilege escalation
E005-A0046,E005,E005-AS019,2026-08-05 04:21:00,HIGH,RANSOMWARE,EDR,0.61,CLOSED,Ransomware activity
E005-A0047,E005,E005-AS016,2026-08-05 06:14:00,MEDIUM,MALWARE,EDR,0.53,CLOSED,Potential malicious executable
E005-A0048,E005,E005-AS006,2026-08-05 08:12:00,CRITICAL,BRUTE_FORCE,IDS,0.47,CLOSED,Repeated failed logins
E005-A0049,E005,E005-AS026,2026-08-05 10:31:00,CRITICAL,MALWARE,IAM,0.76,CLOSED,Potential malicious executable
E005-A0050,E005,E005-AS025,2026-08-05 12:17:00,HIGH,PRIVILEGE_ESCALATION,IAM,0.93,CLOSED,Unusual privilege escalation
E005-A0051,E005,E005-AS029,2026-08-05 14:26:00,HIGH,RANSOMWARE,EDR,0.7,CLOSED,Ransomware activity
E005-A0052,E005,E005-AS018,2026-08-05 16:08:00,MEDIUM,SUSPICIOUS_LOGIN,SIEM,0.5,CLOSED,Multiple suspicious logins
E005-A0053,E005,E005-AS027,2026-08-05 18:04:00,HIGH,SUSPICIOUS_LOGIN,SIEM,0.79,CLOSED,Multiple suspicious logins
E005-A0054,E005,E005-AS011,2026-08-05 20:09:00,CRITICAL,SUSPICIOUS_LOGIN,EDR,0.75,CLOSED,Multiple suspicious logins
E005-A0055,E005,E005-AS019,2026-08-05 22:04:00,CRITICAL,PRIVILEGE_ESCALATION,EDR,0.88,CLOSED,Unusual privilege escalation
E005-A0056,E005,E005-AS024,2026-08-06 00:01:00,HIGH,MALWARE,FIREWALL,0.9,CLOSED,Potential malicious executable
E005-A0057,E005,E005-AS024,2026-08-06 02:08:00,LOW,DATA_EXFILTRATION,IAM,0.68,CLOSED,Unusual outbound data transfer
E005-A0058,E005,E005-AS013,2026-08-06 04:44:00,HIGH,RANSOMWARE,IAM,0.68,CLOSED,Ransomware activity
E005-A0059,E005,E005-AS016,2026-08-06 06:41:00,HIGH,DATA_EXFILTRATION,IDS,0.81,CLOSED,Unusual outbound data transfer
E005-A0060,E005,E005-AS017,2026-08-06 08:06:00,CRITICAL,PHISHING,FIREWALL,0.86,CLOSED,Phishing email delivered
E005-A0061,E005,E005-AS026,2026-08-06 10:23:00,LOW,MALWARE,EDR,0.88,CLOSED,Potential malicious executable
E005-A0062,E005,E005-AS015,2026-08-06 12:13:00,CRITICAL,RANSOMWARE,EDR,0.76,CLOSED,Ransomware activity
E005-A0063,E005,E005-AS014,2026-08-06 14:05:00,LOW,PRIVILEGE_ESCALATION,EDR,0.72,CLOSED,Unusual privilege escalation
E005-A0064,E005,E005-AS018,2026-08-06 16:22:00,HIGH,DATA_EXFILTRATION,SIEM,0.61,CLOSED,Unusual outbound data transfer
E005-A0065,E005,E005-AS028,2026-08-06 18:01:00,CRITICAL,PHISHING,SIEM,0.66,CLOSED,Phishing email delivered
E005-A0066,E005,E005-AS010,2026-08-06 20:36:00,MEDIUM,MALWARE,FIREWALL,0.91,CLOSED,Potential malicious executable
E005-A0067,E005,E005-AS012,2026-08-06 22:19:00,MEDIUM,PHISHING,IAM,0.98,CLOSED,Phishing email delivered
E005-A0068,E005,E005-AS015,2026-08-07 00:12:00,LOW,PRIVILEGE_ESCALATION,IDS,0.8,CLOSED,Unusual privilege escalation
E005-A0069,E005,E005-AS004,2026-08-07 02:17:00,HIGH,RANSOMWARE,EDR,0.52,CLOSED,Ransomware activity
E005-A0070,E005,E005-AS021,2026-08-07 04:15:00,MEDIUM,RANSOMWARE,IAM,0.78,CLOSED,Ransomware activity
E005-A0071,E005,E005-AS022,2026-08-07 06:26:00,LOW,PHISHING,FIREWALL,0.61,CLOSED,Phishing email delivered
E005-A0072,E005,E005-AS010,2026-08-07 08:02:00,HIGH,PRIVILEGE_ESCALATION,IAM,0.89,CLOSED,Unusual privilege escalation
E005-A0073,E005,E005-AS012,2026-08-07 10:33:00,HIGH,PRIVILEGE_ESCALATION,EDR,0.75,CLOSED,Unusual privilege escalation
E005-A0074,E005,E005-AS028,2026-08-07 12:13:00,MEDIUM,PRIVILEGE_ESCALATION,IAM,0.87,CLOSED,Unusual privilege escalation
E005-A0075,E005,E005-AS029,2026-08-07 14:45:00,LOW,PHISHING,IAM,0.66,CLOSED,Phishing email delivered
E005-A0076,E005,E005-AS015,2026-08-07 16:16:00,CRITICAL,BRUTE_FORCE,IDS,0.61,CLOSED,Repeated failed logins
E005-A0077,E005,E005-AS015,2026-08-07 18:07:00,MEDIUM,DATA_EXFILTRATION,IAM,0.52,CLOSED,Unusual outbound data transfer
E005-A0078,E005,E005-AS011,2026-08-07 20:21:00,MEDIUM,MALWARE,SIEM,0.62,CLOSED,Potential malicious executable
E005-A0079,E005,E005-AS028,2026-08-07 22:04:00,CRITICAL,SUSPICIOUS_LOGIN,IDS,0.77,CLOSED,Multiple suspicious logins
E005-A0080,E005,E005-AS028,2026-08-08 00:41:00,LOW,DATA_EXFILTRATION,IDS,0.48,CLOSED,Unusual outbound data transfer
E005-A0081,E005,E005-AS001,2026-08-08 02:19:00,HIGH,BRUTE_FORCE,EDR,0.82,CLOSED,Repeated failed logins
E005-A0082,E005,E005-AS002,2026-08-08 04:19:00,CRITICAL,SUSPICIOUS_LOGIN,IAM,0.88,CLOSED,Multiple suspicious logins
E005-A0083,E005,E005-AS025,2026-08-08 06:15:00,LOW,DATA_EXFILTRATION,EMAIL_SECURITY,0.6,CLOSED,Unusual outbound data transfer
E005-A0084,E005,E005-AS028,2026-08-08 08:03:00,LOW,MALWARE,IDS,0.54,CLOSED,Potential malicious executable
E005-A0085,E005,E005-AS021,2026-08-08 10:04:00,CRITICAL,PRIVILEGE_ESCALATION,IDS,0.75,CLOSED,Unusual privilege escalation
E005-A0086,E005,E005-AS001,2026-08-08 12:04:00,CRITICAL,MALWARE,IAM,0.82,CLOSED,Potential malicious executable
E005-A0087,E005,E005-AS022,2026-08-08 14:45:00,CRITICAL,MALWARE,EDR,0.91,CLOSED,Potential malicious executable
E005-A0088,E005,E005-AS016,2026-08-08 16:20:00,HIGH,RANSOMWARE,SIEM,0.99,CLOSED,Ransomware activity
E005-A0089,E005,E005-AS019,2026-08-08 18:23:00,CRITICAL,SUSPICIOUS_LOGIN,IDS,0.54,CLOSED,Multiple suspicious logins
E005-A0090,E005,E005-AS018,2026-08-08 20:05:00,MEDIUM,SUSPICIOUS_LOGIN,SIEM,0.53,CLOSED,Multiple suspicious logins
E005-A0091,E005,E005-AS011,2026-08-08 22:31:00,CRITICAL,SUSPICIOUS_LOGIN,FIREWALL,0.94,CLOSED,Multiple suspicious logins
E005-A0092,E005,E005-AS019,2026-08-09 00:16:00,HIGH,PHISHING,IDS,0.68,CLOSED,Phishing email delivered
E005-A0093,E005,E005-AS002,2026-08-09 02:22:00,LOW,PHISHING,IAM,0.98,CLOSED,Phishing email delivered
E005-A0094,E005,E005-AS016,2026-08-09 04:22:00,LOW,SUSPICIOUS_LOGIN,IDS,0.8,CLOSED,Multiple suspicious logins
E005-A0095,E005,E005-AS007,2026-08-09 06:23:00,LOW,RANSOMWARE,EMAIL_SECURITY,0.83,CLOSED,Ransomware activity
E005-A0096,E005,E005-AS029,2026-08-09 08:37:00,LOW,MALWARE,IAM,0.53,CLOSED,Potential malicious executable
E005-A0097,E005,E005-AS022,2026-08-09 10:33:00,LOW,PRIVILEGE_ESCALATION,EMAIL_SECURITY,0.85,CLOSED,Unusual privilege escalation
E005-A0098,E005,E005-AS008,2026-08-09 12:18:00,LOW,PHISHING,FIREWALL,0.87,CLOSED,Phishing email delivered
E005-A0099,E005,E005-AS013,2026-08-09 14:20:00,MEDIUM,DATA_EXFILTRATION,EDR,0.87,CLOSED,Unusual outbound data transfer
E005-A0100,E005,E005-AS002,2026-08-09 16:31:00,CRITICAL,BRUTE_FORCE,EDR,0.88,CLOSED,Repeated failed logins
E005-A0101,E005,E005-AS003,2026-08-09 18:27:00,CRITICAL,SUSPICIOUS_LOGIN,IAM,0.53,CLOSED,Multiple suspicious logins
E005-A0102,E005,E005-AS015,2026-08-09 20:45:00,MEDIUM,RANSOMWARE,IAM,0.76,CLOSED,Ransomware activity
E005-A0103,E005,E005-AS002,2026-08-09 22:30:00,HIGH,MALWARE,EMAIL_SECURITY,0.66,CLOSED,Potential malicious executable
E005-A0104,E005,E005-AS022,2026-08-10 00:23:00,LOW,PHISHING,SIEM,0.73,CLOSED,Phishing email delivered
E005-A0105,E005,E005-AS029,2026-08-10 02:38:00,MEDIUM,MALWARE,SIEM,0.77,CLOSED,Potential malicious executable
E005-A0106,E005,E005-AS009,2026-08-10 04:41:00,MEDIUM,DATA_EXFILTRATION,IDS,0.83,CLOSED,Unusual outbound data transfer
E005-A0107,E005,E005-AS012,2026-08-10 06:19:00,HIGH,SUSPICIOUS_LOGIN,IDS,0.88,CLOSED,Multiple suspicious logins
E005-A0108,E005,E005-AS001,2026-08-10 08:07:00,CRITICAL,DATA_EXFILTRATION,FIREWALL,0.79,CLOSED,Unusual outbound data transfer
E005-A0109,E005,E005-AS011,2026-08-10 10:35:00,CRITICAL,SUSPICIOUS_LOGIN,EDR,0.77,CLOSED,Multiple suspicious logins
E005-A0110,E005,E005-AS009,2026-08-10 12:18:00,HIGH,RANSOMWARE,EMAIL_SECURITY,0.72,CLOSED,Ransomware activity
E005-A0111,E005,E005-AS023,2026-08-10 14:21:00,MEDIUM,MALWARE,EDR,0.87,CLOSED,Potential malicious executable
E005-A0112,E005,E005-AS010,2026-08-10 16:38:00,HIGH,MALWARE,EDR,0.83,CLOSED,Potential malicious executable
E005-A0113,E005,E005-AS012,2026-08-10 18:34:00,CRITICAL,PRIVILEGE_ESCALATION,IDS,0.74,CLOSED,Unusual privilege escalation
E005-A0114,E005,E005-AS002,2026-08-10 20:31:00,MEDIUM,SUSPICIOUS_LOGIN,FIREWALL,0.72,CLOSED,Multiple suspicious logins
E005-A0115,E005,E005-AS012,2026-08-10 22:24:00,HIGH,PRIVILEGE_ESCALATION,IAM,0.73,CLOSED,Unusual privilege escalation
E005-A0116,E005,E005-AS030,2026-08-11 00:29:00,HIGH,PHISHING,EMAIL_SECURITY,0.56,CLOSED,Phishing email delivered
E005-A0117,E005,E005-AS026,2026-08-11 02:26:00,HIGH,PHISHING,IAM,0.6,CLOSED,Phishing email delivered
E005-A0118,E005,E005-AS030,2026-08-11 04:22:00,HIGH,DATA_EXFILTRATION,IDS,0.56,CLOSED,Unusual outbound data transfer
E005-A0119,E005,E005-AS001,2026-08-11 06:38:00,MEDIUM,MALWARE,SIEM,0.89,CLOSED,Potential malicious executable
E005-A0120,E005,E005-AS016,2026-08-11 08:41:00,CRITICAL,PRIVILEGE_ESCALATION,IDS,0.62,CLOSED,Unusual privilege escalation
E005-A0121,E005,E005-AS028,2026-08-11 10:42:00,LOW,PRIVILEGE_ESCALATION,EMAIL_SECURITY,0.7,CLOSED,Unusual privilege escalation
E005-A0122,E005,E005-AS004,2026-08-11 12:25:00,MEDIUM,SUSPICIOUS_LOGIN,SIEM,0.52,CLOSED,Multiple suspicious logins
E005-A0123,E005,E005-AS009,2026-08-11 14:17:00,CRITICAL,MALWARE,SIEM,0.45,CLOSED,Potential malicious executable
E005-A0124,E005,E005-AS016,2026-08-11 16:14:00,LOW,BRUTE_FORCE,IAM,0.98,CLOSED,Repeated failed logins
E005-A0125,E005,E005-AS003,2026-08-11 18:20:00,CRITICAL,DATA_EXFILTRATION,IAM,0.97,CLOSED,Unusual outbound data transfer
E005-A0126,E005,E005-AS004,2026-08-11 20:23:00,LOW,DATA_EXFILTRATION,IAM,0.93,CLOSED,Unusual outbound data transfer
E005-A0127,E005,E005-AS001,2026-08-11 22:27:00,CRITICAL,RANSOMWARE,FIREWALL,0.6,CLOSED,Ransomware activity
E005-A0128,E005,E005-AS025,2026-08-12 00:19:00,CRITICAL,PHISHING,SIEM,0.81,CLOSED,Phishing email delivered
E005-A0129,E005,E005-AS019,2026-08-12 02:32:00,MEDIUM,RANSOMWARE,IDS,0.78,CLOSED,Ransomware activity
E005-A0130,E005,E005-AS014,2026-08-12 04:01:00,CRITICAL,DATA_EXFILTRATION,EDR,0.89,CLOSED,Unusual outbound data transfer
E005-A0131,E005,E005-AS013,2026-08-12 06:24:00,LOW,SUSPICIOUS_LOGIN,IDS,0.86,CLOSED,Multiple suspicious logins
E005-A0132,E005,E005-AS020,2026-08-12 08:35:00,LOW,RANSOMWARE,IAM,0.48,CLOSED,Ransomware activity
E005-A0133,E005,E005-AS015,2026-08-12 10:06:00,CRITICAL,RANSOMWARE,SIEM,0.85,CLOSED,Ransomware activity
E005-A0134,E005,E005-AS028,2026-08-12 12:08:00,HIGH,SUSPICIOUS_LOGIN,SIEM,0.66,CLOSED,Multiple suspicious logins
E005-A0135,E005,E005-AS005,2026-08-12 14:28:00,CRITICAL,PRIVILEGE_ESCALATION,FIREWALL,0.68,CLOSED,Unusual privilege escalation
E005-A0136,E005,E005-AS030,2026-08-12 16:34:00,LOW,PHISHING,FIREWALL,0.75,CLOSED,Phishing email delivered
E005-A0137,E005,E005-AS021,2026-08-12 18:22:00,MEDIUM,DATA_EXFILTRATION,EMAIL_SECURITY,0.58,CLOSED,Unusual outbound data transfer
E005-A0138,E005,E005-AS018,2026-08-12 20:33:00,CRITICAL,BRUTE_FORCE,EMAIL_SECURITY,0.82,CLOSED,Repeated failed logins
E005-A0139,E005,E005-AS001,2026-08-12 22:28:00,LOW,PRIVILEGE_ESCALATION,EDR,0.76,CLOSED,Unusual privilege escalation
E005-A0140,E005,E005-AS011,2026-08-13 00:03:00,HIGH,SUSPICIOUS_LOGIN,EMAIL_SECURITY,0.49,CLOSED,Multiple suspicious logins
E005-A0141,E005,E005-AS020,2026-08-13 02:16:00,CRITICAL,PRIVILEGE_ESCALATION,IDS,0.73,CLOSED,Unusual privilege escalation
E005-A0142,E005,E005-AS025,2026-08-13 04:05:00,CRITICAL,MALWARE,FIREWALL,0.48,CLOSED,Potential malicious executable
E005-A0143,E005,E005-AS014,2026-08-13 06:09:00,MEDIUM,PRIVILEGE_ESCALATION,IAM,0.51,CLOSED,Unusual privilege escalation
E005-A0144,E005,E005-AS001,2026-08-13 08:20:00,LOW,SUSPICIOUS_LOGIN,IAM,0.89,CLOSED,Multiple suspicious logins
E005-A0145,E005,E005-AS016,2026-08-13 10:36:00,CRITICAL,MALWARE,IDS,0.54,CLOSED,Potential malicious executable
E005-A0146,E005,E005-AS027,2026-08-13 12:28:00,LOW,MALWARE,SIEM,0.66,CLOSED,Potential malicious executable
E005-A0147,E005,E005-AS030,2026-08-13 14:43:00,HIGH,BRUTE_FORCE,EMAIL_SECURITY,0.7,CLOSED,Repeated failed logins
E005-A0148,E005,E005-AS010,2026-08-13 16:28:00,HIGH,BRUTE_FORCE,IAM,0.53,CLOSED,Repeated failed logins
E005-A0149,E005,E005-AS028,2026-08-13 18:03:00,LOW,RANSOMWARE,IAM,0.97,CLOSED,Ransomware activity
E005-A0150,E005,E005-AS025,2026-08-13 20:02:00,HIGH,SUSPICIOUS_LOGIN,IDS,0.95,CLOSED,Multiple suspicious logins
E005-A0151,E005,E005-AS022,2026-08-13 22:03:00,MEDIUM,SUSPICIOUS_LOGIN,EMAIL_SECURITY,0.65,CLOSED,Multiple suspicious logins
E005-A0152,E005,E005-AS024,2026-08-14 00:04:00,MEDIUM,BRUTE_FORCE,FIREWALL,0.58,CLOSED,Repeated failed logins
E005-A0153,E005,E005-AS025,2026-08-14 02:01:00,MEDIUM,SUSPICIOUS_LOGIN,IDS,0.99,CLOSED,Multiple suspicious logins
E005-A0154,E005,E005-AS029,2026-08-14 04:12:00,MEDIUM,BRUTE_FORCE,FIREWALL,0.49,CLOSED,Repeated failed logins
E005-A0155,E005,E005-AS001,2026-08-14 06:15:00,HIGH,RANSOMWARE,IAM,0.5,CLOSED,Ransomware activity
E005-A0156,E005,E005-AS023,2026-08-14 08:17:00,LOW,BRUTE_FORCE,EDR,0.93,CLOSED,Repeated failed logins
E005-A0157,E005,E005-AS008,2026-08-14 10:35:00,MEDIUM,PHISHING,SIEM,0.48,CLOSED,Phishing email delivered
E005-A0158,E005,E005-AS002,2026-08-14 12:43:00,LOW,DATA_EXFILTRATION,SIEM,0.8,CLOSED,Unusual outbound data transfer
E005-A0159,E005,E005-AS017,2026-08-14 14:07:00,MEDIUM,DATA_EXFILTRATION,SIEM,0.8,CLOSED,Unusual outbound data transfer
E005-A0160,E005,E005-AS023,2026-08-14 16:42:00,MEDIUM,MALWARE,EDR,0.5,CLOSED,Potential malicious executable
E005-A0161,E005,E005-AS025,2026-08-14 18:13:00,CRITICAL,RANSOMWARE,EDR,0.56,CLOSED,Ransomware activity
E005-A0162,E005,E005-AS025,2026-08-14 20:36:00,HIGH,PRIVILEGE_ESCALATION,SIEM,0.6,CLOSED,Unusual privilege escalation
E005-A0163,E005,E005-AS025,2026-08-14 22:30:00,CRITICAL,PRIVILEGE_ESCALATION,EDR,0.65,CLOSED,Unusual privilege escalation
E005-A0164,E005,E005-AS017,2026-08-15 00:40:00,MEDIUM,DATA_EXFILTRATION,IDS,0.87,CLOSED,Unusual outbound data transfer
E005-A0165,E005,E005-AS015,2026-08-15 02:41:00,MEDIUM,DATA_EXFILTRATION,EMAIL_SECURITY,0.6,CLOSED,Unusual outbound data transfer
E005-A0166,E005,E005-AS002,2026-08-15 04:21:00,CRITICAL,PRIVILEGE_ESCALATION,FIREWALL,0.97,CLOSED,Unusual privilege escalation
E005-A0167,E005,E005-AS013,2026-08-15 06:33:00,HIGH,BRUTE_FORCE,IDS,0.78,CLOSED,Repeated failed logins
E005-A0168,E005,E005-AS007,2026-08-15 08:35:00,HIGH,DATA_EXFILTRATION,IDS,0.48,CLOSED,Unusual outbound data transfer
E005-A0169,E005,E005-AS004,2026-08-15 10:26:00,LOW,MALWARE,EMAIL_SECURITY,0.66,CLOSED,Potential malicious executable
E005-A0170,E005,E005-AS013,2026-08-15 12:13:00,MEDIUM,BRUTE_FORCE,IAM,0.65,CLOSED,Repeated failed logins
E005-A0171,E005,E005-AS025,2026-08-15 14:18:00,CRITICAL,DATA_EXFILTRATION,IAM,0.93,CLOSED,Unusual outbound data transfer
E005-A0172,E005,E005-AS016,2026-08-15 16:17:00,LOW,SUSPICIOUS_LOGIN,FIREWALL,0.48,CLOSED,Multiple suspicious logins
E005-A0173,E005,E005-AS011,2026-08-15 18:32:00,CRITICAL,DATA_EXFILTRATION,SIEM,0.79,CLOSED,Unusual outbound data transfer
E005-A0174,E005,E005-AS013,2026-08-15 20:10:00,CRITICAL,PHISHING,IDS,0.53,CLOSED,Phishing email delivered
E005-A0175,E005,E005-AS021,2026-08-15 22:33:00,LOW,SUSPICIOUS_LOGIN,SIEM,0.57,CLOSED,Multiple suspicious logins
E005-A0176,E005,E005-AS028,2026-08-16 00:07:00,LOW,PRIVILEGE_ESCALATION,EMAIL_SECURITY,0.86,CLOSED,Unusual privilege escalation
E005-A0177,E005,E005-AS003,2026-08-16 02:37:00,CRITICAL,MALWARE,IDS,0.47,CLOSED,Potential malicious executable
E005-A0178,E005,E005-AS002,2026-08-16 04:36:00,LOW,MALWARE,EDR,0.89,CLOSED,Potential malicious executable
E005-A0179,E005,E005-AS010,2026-08-16 06:26:00,MEDIUM,SUSPICIOUS_LOGIN,SIEM,0.99,CLOSED,Multiple suspicious logins
E005-A0180,E005,E005-AS019,2026-08-16 08:03:00,MEDIUM,SUSPICIOUS_LOGIN,FIREWALL,0.54,CLOSED,Multiple suspicious logins
E005-A0181,E005,E005-AS012,2026-08-16 10:20:00,LOW,PRIVILEGE_ESCALATION,IDS,0.95,CLOSED,Unusual privilege escalation
E005-A0182,E005,E005-AS023,2026-08-16 12:29:00,LOW,SUSPICIOUS_LOGIN,IDS,0.7,CLOSED,Multiple suspicious logins
E005-A0183,E005,E005-AS029,2026-08-16 14:07:00,LOW,PRIVILEGE_ESCALATION,FIREWALL,0.52,CLOSED,Unusual privilege escalation
E005-A0184,E005,E005-AS022,2026-08-16 16:09:00,MEDIUM,DATA_EXFILTRATION,EMAIL_SECURITY,0.52,CLOSED,Unusual outbound data transfer
E005-A0185,E005,E005-AS021,2026-08-16 18:07:00,MEDIUM,SUSPICIOUS_LOGIN,IAM,0.95,CLOSED,Multiple suspicious logins
E005-A0186,E005,E005-AS029,2026-08-16 20:42:00,CRITICAL,PRIVILEGE_ESCALATION,IDS,0.86,CLOSED,Unusual privilege escalation
E005-A0187,E005,E005-AS008,2026-08-16 22:08:00,CRITICAL,PRIVILEGE_ESCALATION,IDS,0.53,CLOSED,Unusual privilege escalation
E005-A0188,E005,E005-AS017,2026-08-17 00:13:00,LOW,DATA_EXFILTRATION,IAM,0.62,CLOSED,Unusual outbound data transfer
E005-A0189,E005,E005-AS012,2026-08-17 02:02:00,MEDIUM,MALWARE,EMAIL_SECURITY,0.73,CLOSED,Potential malicious executable
E005-A0190,E005,E005-AS015,2026-08-17 04:35:00,HIGH,PHISHING,IDS,0.47,CLOSED,Phishing email delivered
E005-A0191,E005,E005-AS026,2026-08-17 06:03:00,LOW,BRUTE_FORCE,IAM,0.57,CLOSED,Repeated failed logins
